is_info_useful,missing_info,improvements,date,missing_info_es,improvements_es,missing_info_en,improvements_en,institution_name,institution_branch,institution_window
0,favor ponga telefono parece esconden,medios contacto,2016-07-08,favor ponga telefono parece esconden,medios contacto,please put phone seems lurk,contact media,SFP,04,001
0,informe cedula tarda mas ustedes dicen,tiempos,2016-07-08,informe cedula tarda mas ustedes dicen,tiempos,report decree takes say,times,SEP,01,018
0,llenado hoja ayuda pago ventanillas bancarias claves referencia cadena dependencia creo mas importante,comentario anterior,2016-07-09,llenado hoja ayuda pago ventanillas bancarias claves referencia cadena dependencia creo mas importante,comentario anterior,filling leaf aid payment bank windows reference keys dependency chain think important,previous comment,SEP,01,031
1,representantes esten minimo feis anunciar casos importantantes den correo personas grupos si numeros telefonos hablen alas personas casos importantes anticipacion mas concienta gente pues x enfermedad cirujias podemos salir ala recarga ala compra dan baja justo x cirujia enfermedad puede salir conseguir ustedes dan baja pues imaginensen desabilitadas nesecidades ayuda pobrecitas mas conciencia x fabor enfermedad mas nesecita,casos gente discapacitada dificulta caminar deveriamos tomar encuenta personas deveria llegar ayuda alas puertas vivienda pues imaginense tanta enfermedad pobreza hambre poder salir personas si pensar hacer mas pronto posible piensen avansen asesorar programa den atencion mejor gente pues personas castigan ayuda programa activas faltamos alas juntas avisan tiempo si tarjetas yegan van mas comunicacion grupos reconocer tambien buenos elementos lupita frias programa prospera tijuana bc queja parte felicidades gracias programa si ayuda buen dia,2016-07-09,representantes esten minimo feis anunciar casos importantantes den correo personas grupos si numeros telefonos hablen alas personas casos importantes anticipacion mas concienta gente pues x enfermedad cirujias podemos salir ala recarga ala compra dan baja justo x cirujia enfermedad puede salir conseguir ustedes dan baja pues imaginensen desabilitadas nesecidades ayuda pobrecitas mas conciencia x fabor enfermedad mas nesecita,casos gente discapacitada dificulta caminar deveriamos tomar encuenta personas deveria llegar ayuda alas puertas vivienda pues imaginense tanta enfermedad pobreza hambre poder salir personas si pensar hacer mas pronto posible piensen avansen asesorar programa den atencion mejor gente pues personas castigan ayuda programa activas faltamos alas juntas avisan tiempo si tarjetas yegan van mas comunicacion grupos reconocer tambien buenos elementos lupita frias programa prospera tijuana bc queja parte felicidades gracias programa si ayuda buen dia,representatives minimum feis announce importantantes cases especially give mail people group phone numbers speak persons important cases make advance concienta people x disease surgeries go recharge wing wing purchase give us low x cirujia disease get get something give us low therefore imaginensen disabilities nesecidades without poor little help us conscious x fabor disease nesecita,cases disabled people difficulty walking deveria take encuenta people deveria get wings helps doors home imaginense disease poverty hunger unable leave people think something soon possible think avansen advise program give better service people people punish us without help active program faint wings together notified time cards yegan touch groups must recognize also good elements lupita frias program prosper de tijuana b c complaints congratulations thank program helps lot many good day,PROSPERA,00,006
0,enlace hacer cita via internet renovar pasaporte hacen fin vueltas concreto entiende casilla tramite,pagina debe ser sencilla agil practica solo hacerlo bien cualquiera haria tramite tardar buscar debe direccion correcta hacer cita tramite,2016-07-09,enlace hacer cita via internet renovar pasaporte hacen fin vueltas concreto entiende casilla tramite,pagina debe ser sencilla agil practica solo hacerlo bien cualquiera haria tramite tardar buscar debe direccion correcta hacer cita tramite,link quote renew via internet passport endless make turn concrete understand box proceeding,page simple flexible practical right would make take step search without right direction appointment processing,SRE,03,007
0,,debe ser presencial tercer mundo tramites presenciales perdiendo dia trasladandose primer mundo tramites internet correo telefono etc piden tantos documentos correccion ustedes documentos hizo tramite originalmente,2016-07-09,,debe ser presencial tercer mundo tramites presenciales perdiendo dia trasladandose primer mundo tramites internet correo telefono etc piden tantos documentos correccion ustedes documentos hizo tramite originalmente,,face third world procedures face losing day moving first world formalities online mail telephone etc many documents ask correction already documents since procedure done originally,SEGOB,05,005
1,enlace realizar citas internet,respetar usuario poniendo enlaces correspondientes,2016-07-10,enlace realizar citas internet,respetar usuario poniendo enlaces correspondientes,link internet dating,respect user placing corresponding links,SRE,03,003
0,registro derechohabientes transparente claro preciso facil,confuso registrar familiar internet podrian ampliar horarios sabados gente puede semana,2016-07-10,registro derechohabientes transparente claro preciso facil,confuso registrar familiar internet podrian ampliar horarios sabados gente puede semana,assigns registration transparent clear precise easy,everything family confused internet register may extend hours saturday people weekday,IMSS,02,066
1,cuanto tiempo tarda tramite,formato realizar tramite linea piden matricula aparece cartilla tratando reponer cartilla vez hacerlo linea tendre hacerlo fisicamente,2016-07-10,cuanto tiempo tarda tramite,formato realizar tramite linea piden matricula aparece cartilla tratando reponer cartilla vez hacerlo linea tendre hacerlo fisicamente,long takes processed,format apply online tuition ask appears card since im trying replace primer meaningless instead online ill physically,SEDENA,01,009
0,paginas estan ineficientes entienden,mejor paginas web cada rubro,2016-07-10,paginas estan ineficientes entienden,mejor paginas web cada rubro,pages inefficient understood,better websites category,STPS,04,012
0,hacer cita,mas entendible,2016-07-11,hacer cita,mas entendible,like making appointment,little understandable,SRE,03,015
1,,volver activar generacion citas internet solo telefono asi tambien oficinas vuelva haber tramites dias sabados trabajos posible ir semana si laboran sabados menos mas lejanas,2016-07-11,,volver activar generacion citas internet solo telefono asi tambien oficinas vuelva haber tramites dias sabados trabajos posible ir semana si laboran sabados menos mas lejanas,,reenable generation internet dating phone well back offices procedures days saturdays many jobs unable go midweek work saturdays fewer farther,SRE,03,007
0,ligas claras hacer citas,claridad informacion explicacion paso paso vinculos requiere cada paso ( agenda cita formato etc bastante pobre herramienta,2016-07-11,ligas claras hacer citas,claridad informacion explicacion paso paso vinculos requiere cada paso ( agenda cita formato etc bastante pobre herramienta,leagues clear make appointments,clarity information step step explanation links required step ( appointment schedule format etc quite poor tool,SRE,03,016
0,puede agendar cita via internet da opcion sencillo,pagina poniendo opcion citas via internet,2016-07-11,puede agendar cita via internet da opcion sencillo,pagina poniendo opcion citas via internet,via internet cita schedule give option simple,putting option page via internet dating,SRE,03,002
0,tiempo respuesta llames telefonos alguien conteste,contesten telefono hagan tramite mas rapidos republica,2016-07-11,tiempo respuesta llames telefonos alguien conteste,contesten telefono hagan tramite mas rapidos republica,response time call someone answers phones,answer phone make processed fastest states republic,SEGOB,05,005
1,informar banco debemos acudir,solo banco,2016-07-11,informar banco debemos acudir,solo banco,inform bank must go,bank,SRE,03,002
1,,ninguno,2016-07-11,,ninguno,,none,SRE,01,004
0,toda,,2016-07-11,toda,,,everything,SRE,03,016
1,,pago pueda hacer manera electronica,2016-07-11,,pago pueda hacer manera electronica,,payment done electronically,SRE,03,003
0,incluyan oficina num plaza oasis mapa numero telefonico evitar tipo fallas futuro sugiere realizar diagrama flujo indique cambios generan dentro sistema organizacional procedimientos cada vez emita nuevo dispositivo decir si dispositivo trata domicilio nuevo entonces debera disparar diagrama flujo midificacion gafetes papeleria mapas citas pagina internet etc etc etc,hagan diagrama flujo alguien ejecute cada cambio,2016-07-11,incluyan oficina num plaza oasis mapa numero telefonico evitar tipo fallas futuro sugiere realizar diagrama flujo indique cambios generan dentro sistema organizacional procedimientos cada vez emita nuevo dispositivo decir si dispositivo trata domicilio nuevo entonces debera disparar diagrama flujo midificacion gafetes papeleria mapas citas pagina internet etc etc etc,hagan diagrama flujo alguien ejecute cada cambio,num include oasis plaza office map phone number avoid failures future suggested flowchart indicating changes generated within organizational system procedures whenever new device issued ie whether device new home must shoot flowchart midificacion badges stationery maps quotes website etc etc etc,make flow chart someone run change,SRE,03,002
1,ubicacion bibliotecay realizar tramite,anterior,2016-07-11,ubicacion bibliotecay realizar tramite,anterior,location make process libraryand,,AFSEDF,03,055
1,si persona requiere condicion estancia vinculo familiar menor edad firma solicitud cambio condicion estancia especifica respecto creo importante,uniformar criterios oficinas personal acude oficina migracion solicitar informacion cada funcionario proporciona respuestas diferentes misma consulta,2016-07-11,si persona requiere condicion estancia vinculo familiar menor edad firma solicitud cambio condicion estancia especifica respecto creo importante,uniformar criterios oficinas personal acude oficina migracion solicitar informacion cada funcionario proporciona respuestas diferentes misma consulta,person requiring condition stay family tie minor signs application change condition stay nothing specified respect think important,uniform criteria offices staff comes immigration office request information providing different official responses query,INM,03,010
1,abre menu ubicar oficinas estatales poder realizar tramite tampoco puede visualizar solicitud registro,capturar oficinas estatales vincularlas pagina,2016-07-11,abre menu ubicar oficinas estatales poder realizar tramite tampoco puede visualizar solicitud registro,capturar oficinas estatales vincularlas pagina,open menu office state locate make step state viewing application registration,capture state offices link page,SEP,01,030
1,,citas via internet acceda servicio,2016-07-11,,citas via internet acceda servicio,,dating via internet access service,SRE,03,002
0,,hola buen dia embarazada recursos pagar medico afiliarme toco pagar tv radio dvd refri vivo casa amiga papa corrio casa x problemas personales justo mas necesitamos pagar,2016-07-11,,hola buen dia embarazada recursos pagar medico afiliarme toco pagar tv radio dvd refri vivo casa amiga papa corrio casa x problemas personales justo mas necesitamos pagar,,hello good day im pregnant money pay doctor went join pay nothing tv radio dvd refri live friends house dad kicked house x personal problems need pay,CNPSS,00,001
1,indicar unico pago hace ocontrario indicar mas faltara,plazos cada trmite presentado aproximadamente mes cambiar status residente temporal permanente resultados aun tampoco avisos,2016-07-11,indicar unico pago hace ocontrario indicar mas faltara,plazos cada trmite presentado aproximadamente mes cambiar status residente temporal permanente resultados aun tampoco avisos,report payment done de ocontrario indicate missing,deadlines procedure presented approximately one month change temporary resident status permanent still results also notices something,INM,03,010
1,hacer cita,citas internet,2016-07-11,hacer cita,citas internet,make appointment,internet dating,SRE,03,006
0,convocatoria licenciatura unicamente manda pagina carreras imparten universidad indica prosigue concluir tramite inscripcion,incluir link directo llenar formulario preregistro,2016-07-11,convocatoria licenciatura unicamente manda pagina carreras imparten universidad indica prosigue concluir tramite inscripcion,incluir link directo llenar formulario preregistro,call ba sends page races taught university indicate continuing complete registration process,include direct link fill preregistration form,UNADM,00,001
0,lista municipios disponibles ( ejemplo veracruz solo aparece xalapa,idealmente deberia poder solicitar citas internet agilizaria proceso,2016-07-11,lista municipios disponibles ( ejemplo veracruz solo aparece xalapa,idealmente deberia poder solicitar citas internet agilizaria proceso,list available municipalities states ( eg veracruz xalapa appears,ideally able request appointments online greatly expedite process,SRE,03,003
0,formato basico llenado nueva pagina horror anterior mas facil consultar mas amigable encontrabas inmediato si saben hacer paginas cambian,pongan indice alfabetico encontrar tipo tramite dejen inm propia pagina leer lista dependencias anterior mejor,2016-07-11,formato basico llenado nueva pagina horror anterior mas facil consultar mas amigable encontrabas inmediato si saben hacer paginas cambian,pongan indice alfabetico encontrar tipo tramite dejen inm propia pagina leer lista dependencias anterior mejor,basic format filling new page horror former userfriendly friendly encontrabas everything immediately page change,put index find type process leave everything inm page without read list dependencies previous better,INM,03,009
1,,si podrian dar mas especificaciones tipo seguimiento inscribirte gracias,2016-07-11,,si podrian dar mas especificaciones tipo seguimiento inscribirte gracias,,follow specifications could give thanks subscribe type,IMJ,00,002
1,realmente deben llevar copias original comprobante pago,llevar copias perdi hora media pudo haber evitado si detallado aqui,2016-07-11,realmente deben llevar copias original comprobante pago,llevar copias perdi hora media pudo haber evitado si detallado aqui,really must bring copies original proof payment,carry copies lost hour half could avoided detailed,INM,03,009
0,ayudas espero si puedan pronto incorporar universidad becas subes gracias,incorporen becas universidad autonoma ciudad mexico,2016-07-11,ayudas espero si puedan pronto incorporar universidad becas subes gracias,incorporen becas universidad autonoma ciudad mexico,hope helps soon incorporate university scholarships subes thank,incorporating scholarships autonomous university mexico city,SEP,23,001
1,ser mas claros requisitos si estravie cedula profesional necesito duplicado voy presentar original perdio piden requisitos tambien mapa presentan dice puedo buscar oficina mas cercana municipio podria realizar tramite puede utilizar casilla,vivo tijuana vivimos metropoli tener presentarse mexico cita hacer tramite,2016-07-11,ser mas claros requisitos si estravie cedula profesional necesito duplicado voy presentar original perdio piden requisitos tambien mapa presentan dice puedo buscar oficina mas cercana municipio podria realizar tramite puede utilizar casilla,vivo tijuana vivimos metropoli tener presentarse mexico cita hacer tramite,clearer requirements estravie professional license need duplicate present original asking lost among requirements also showing map says find nearest office state municipality could perform procedure use box,live tijuana live outside metropolis report mexico date make submission,SEP,01,027
1,,horario atencion ampliado,2016-07-11,,horario atencion ampliado,,extended care hours,SEDESOL,22,001
0,chingados puedo hacer cita pasaporte paginas cosa asquerosa permite hacer citas pueden explicar gracias,hacer mas facil localizar informacion requiere,2016-07-12,chingados puedo hacer cita pasaporte paginas cosa asquerosa permite hacer citas pueden explicar gracias,hacer mas facil localizar informacion requiere,hell make appointment passport pages disgusting thing allow make appointments explain thanks,make easier locate information require,SRE,03,003
1,llevo dias llamando etc q dieron q solo asi hacen citas nadie contesta caso use culiacan deben hacer citas directamente,atencion personal citas,2016-07-12,llevo dias llamando etc q dieron q solo asi hacen citas nadie contesta caso use culiacan deben hacer citas directamente,atencion personal citas,took three days calling etc q got q way appointments made one answers case use culiacan must make appointments directly,care staff appointments,SRE,03,003
1,especifique requisitos solicitud autorizacion provisional ejercer pasante escuelas particulares privadas,tramites estan pagina describir cosiste cada procedimientos debe seguir sutileza orden cada dichos tramites,2016-07-12,especifique requisitos solicitud autorizacion provisional ejercer pasante escuelas particulares privadas,tramites estan pagina describir cosiste cada procedimientos debe seguir sutileza orden cada dichos tramites,application requirements specifying provisional authorization practice intern private schools private,procedures described page sewed procedures must followed subtlety order procedures,SEP,01,022
1,enviaron liga agendar cita linea renovar pasaporte especificaciones instrucciones hacerlo aqui solamente dan informacion oficinas delegacion telefono proporcionan servicio contestan,actualizar lineas telefonicas proporcionar pasos claros hacer cita linea,2016-07-12,enviaron liga agendar cita linea renovar pasaporte especificaciones instrucciones hacerlo aqui solamente dan informacion oficinas delegacion telefono proporcionan servicio contestan,actualizar lineas telefonicas proporcionar pasos claros hacer cita linea,sent league schedule appointment online renew passport specifications instructions give information office delegation phone service provided answer,update phone lines provide clear steps make appointment online,SRE,03,003
0,falta correo electronico informacion telefonos estan registrados informes respondidos dia estan actualizados datos universidad,atencion telefonica telefono puede sonar sonar nunca atenido nadie ivr call center atencion usuarios nadie proporciona respuestas requerimientos usuario,2016-07-12,falta correo electronico informacion telefonos estan registrados informes respondidos dia estan actualizados datos universidad,atencion telefonica telefono puede sonar sonar nunca atenido nadie ivr call center atencion usuarios nadie proporciona respuestas requerimientos usuario,email lack information phones registered reports answered day data university,attention phone phone ring ring never abided anyone ivr call center user service provides answers user requirements,SEP,23,001
0,,nunca contestan telefono canucun quintana roo quiero hacer cita,2016-07-12,,nunca contestan telefono canucun quintana roo quiero hacer cita,,never answer phone canucun quintana roo want make appointment,SRE,03,016
1,,agendar citas internet seria util rapido,2016-07-12,,agendar citas internet seria util rapido,,schedule appointments would useful fast internet,SRE,03,003
0,contestan falta pongan informacion fotos modulo comentaron fotos cita hace telefono nadie contesta onda ahi,servicio telefonico contestan,2016-07-12,contestan falta pongan informacion fotos modulo comentaron fotos cita hace telefono nadie contesta onda ahi,servicio telefonico contestan,answer need put information pictures went module told pictures appointment made phone nobody answers wave,telephone service answer,SRE,03,003
0,hace complicado accesar solicitudes cita linea podrian pasar link directo,simplificar informacion,2016-07-12,hace complicado accesar solicitudes cita linea podrian pasar link directo,simplificar informacion,makes difficult access online appointment requests could direct link,simplify information,SRE,03,002
1,informacion programas estan escondidos siguiero pestaas cada programa esten mas visibles personas pueden interesar cualquier programa sabe manejar explore resumen mas accesibles pagina,ver portal exista convocatorias habiertas cada programa maneja secretaria economia maneja solo icono visualiza progrmas aperturado convocatorias cada programa,2016-07-12,informacion programas estan escondidos siguiero pestaas cada programa esten mas visibles personas pueden interesar cualquier programa sabe manejar explore resumen mas accesibles pagina,ver portal exista convocatorias habiertas cada programa maneja secretaria economia maneja solo icono visualiza progrmas aperturado convocatorias cada programa,program information hidden siguiero tabs program visible already people interested program handle explore summary page accessible,see portal habiertas calls program exists handle economy ministry handles single icon progrmas displayed aperturado calls program,SEDESOL,10,032
1,tramite linea pueda subir documentacion necesaria agilizar tiempo pienso,pagina contenga ligas poder subir informacion cualquier tramite,2016-07-12,tramite linea pueda subir documentacion necesaria agilizar tiempo pienso,pagina contenga ligas poder subir informacion cualquier tramite,process online raise necessary documentation speed time think,page containing links upload information processed,SEDESOL,20,001
0,necesario incluir numero telefonico correo electronico portal formacioncontinua puesto presentan dificultades registro numero contacto aparece pagina resuelve dudas acerca proceso registro,incluir numeros contacto especificos cada dependencia pagina web,2016-07-12,necesario incluir numero telefonico correo electronico portal formacioncontinua puesto presentan dificultades registro numero contacto aparece pagina resuelve dudas acerca proceso registro,incluir numeros contacto especificos cada dependencia pagina web,need include phone number email portal formacioncontinua since difficulties registration contact number appears page resolve questions registration process,include specific contact numbers agency website,SFP,04,001
0,ubicaciones delegacion region clinicas,formatos citas tramite cambio domicilio,2016-07-12,ubicaciones delegacion region clinicas,formatos citas tramite cambio domicilio,delegation locations clinics region,formats appointments processed change address,ISSSTE,05,005
0,encuentra facilmente liga descargar comprobante pago asi tampoco descargar formato basico cada vez mas complicado buscar especifico pagina,facilitar informacion llevo mas hora tratando descargar comprobante pago,2016-07-12,encuentra facilmente liga descargar comprobante pago asi tampoco descargar formato basico cada vez mas complicado buscar especifico pagina,facilitar informacion llevo mas hora tratando descargar comprobante pago,easily find link download proof payment download basic format becoming difficult find something specific page,provide information took hour trying download proof payment,INM,03,009
1,horario hacer citas telefono,funcione portal hacer cita internet permite escoger forma pago seleccionar fecha cita,2016-07-12,horario hacer citas telefono,funcione portal hacer cita internet permite escoger forma pago seleccionar fecha cita,schedule make appointments phone,portal work appointment online payment choose select date appointment,SRE,03,002
1,requisitos cada oficina decide pedir parecer arbitrariamente importar requisitos aparecen listados pagina oficial,esposa acaba ir aguascalientes oficinas zacatecas tramitar pasaporte hijo pesar llevaba credencial ine coincide perfectamente datos acta nacimiento hijo encargados decidieron tambien necesitan poder notariado poder justificar ausencia ( incluido requisitos pagina trabajando unidos pude ahi tipo arbitrariedades solo estan retrasando fecha podemos nuevo juntos,2016-07-12,requisitos cada oficina decide pedir parecer arbitrariamente importar requisitos aparecen listados pagina oficial,esposa acaba ir aguascalientes oficinas zacatecas tramitar pasaporte hijo pesar llevaba credencial ine coincide perfectamente datos acta nacimiento hijo encargados decidieron tambien necesitan poder notariado poder justificar ausencia ( incluido requisitos pagina trabajando unidos pude ahi tipo arbitrariedades solo estan retrasando fecha podemos nuevo juntos,requirements office decides ask apparently arbitrarily regardless requirements listed official website,wife went aguascalientes offices zacatecas process passport son despite wearing badge ine perfectly matched data birth son managers decided also need power attorney justify absence ( included requirements page im working america thats could outrages delaying date together,SRE,03,006
0,hice tramite diga ingresar clave registro poder imprimirla si hice buscado lados anda diga ingresa aqui solo imprimas,poner boton visible gente hizo tramite solo quiere imprimir,2016-07-12,hice tramite diga ingresar clave registro poder imprimirla si hice buscado lados anda diga ingresa aqui solo imprimas,poner boton visible gente hizo tramite solo quiere imprimir,process nothing says enter registration key print already searched everywhere walks say enters print,put visible button people already procedure want print,INM,03,014
1,describan manera detallada documentos certificados validos inscripcion licenciatura,documentos solicita alumnos cualquier tramite unadm disponible aveces ponen reglas fechas solicitud si estudiantes solicita constancia ao reciben solicitudes propongo deben disponibles recepcion cualquier tipo solicitud ao,2016-07-12,describan manera detallada documentos certificados validos inscripcion licenciatura,documentos solicita alumnos cualquier tramite unadm disponible aveces ponen reglas fechas solicitud si estudiantes solicita constancia ao reciben solicitudes propongo deben disponibles recepcion cualquier tipo solicitud ao,describing detail documents certificates valid registration degree,documents requesting students either processing unadm available sometimes put rules dates application student requests record year receive requests propose must available receive kind application throughout year,UNADM,00,001
0,falta formato mencionan requisito,formato anterior pagina mejor actualizaciones engorrosas si martirio entrar paginas gubernamentales amigable concreto diseo,2016-07-12,falta formato mencionan requisito,formato anterior pagina mejor actualizaciones engorrosas si martirio entrar paginas gubernamentales amigable concreto diseo,mentioned lack format required,previous page format better updates cumbersome martyrdom enter government pages unfriendly concrete design,STPS,04,003
1,aadir caso curp estan bloqueados oficinas foraneas pueden hacer modificacion,aadir diversos casos pueda hacer correcion oficina foranea,2016-07-12,aadir caso curp estan bloqueados oficinas foraneas pueden hacer modificacion,aadir diversos casos pueda hacer correcion oficina foranea,add case curp locked foreign offices make change,add various cases make correction foreign office,SEGOB,05,005
1,realiza tramite direccion,informacion realizar tramites,2016-07-12,realiza tramite direccion,informacion realizar tramites,procedure done direction,information perform procedures,ISSSTE,06,001
1,,linea telefonica contestanyo saturan perdida tiempo dia marcando contestenmuchas gracias atenciones,2016-07-12,,linea telefonica contestanyo saturan perdida tiempo dia marcando contestenmuchas gracias atenciones,,phone line contestanyo saturates waste time whole day marking contestenmuchas thanks attentions,SRE,03,003
0,explicitar forma registrarse obtener contrasea cualquier tramite linea aunque promocionan funciona,habilitar funcion registro crear usuario contrasea llevo casi hora intentando,2016-07-12,explicitar forma registrarse obtener contrasea cualquier tramite linea aunque promocionan funciona,habilitar funcion registro crear usuario contrasea llevo casi hora intentando,explain register get password processing online although promote work,enable register create user password spent almost hour trying nothing,ISSSTE,06,012
1,,habilitar solicitud cita pasaporte mexicano traves internet via telefonica practicamente imposible,2016-07-13,,habilitar solicitud cita pasaporte mexicano traves internet via telefonica practicamente imposible,,enable appointment request mexican passport internet virtually impossible telephone,SRE,03,003
1,,solicitar tramite traves portal complementar datos solo manda firma obtenida final dice proceso realizado correctamente deja continuar pueden apoyar favor mandar indicaciones correo olafleonoutlookcom muchas gracias,2016-07-13,,solicitar tramite traves portal complementar datos solo manda firma obtenida final dice proceso realizado correctamente deja continuar pueden apoyar favor mandar indicaciones correo olafleonoutlookcom muchas gracias,,request procedure portal supplement data sends signature obtained final say process successful let continue support please send mail indications olafleonoutlookcom thank much,SE,09,041
0,colocar formatos dc actualizados,colocar descargar formatos xls pdf word formato dc,2016-07-13,colocar formatos dc actualizados,colocar descargar formatos xls pdf word formato dc,place dc formats updated,place xls formats download pdf format word dc,STPS,04,003
0,deberian tramitar cada cedula profesional nunca citas puede entrar sitio online,mas agilidad,2016-07-13,deberian tramitar cada cedula profesional nunca citas puede entrar sitio online,mas agilidad,state deal professional license never dating enter online site,agility,SEP,01,027
1,pagina aparece solo costo mxn documento requisitos aparece costo adicional httpwwwinmgobmxstatictramitescambiodecondicionestanciaresidentetemporalaresidentepermanentepdf correcto,tramite deberia poder hacer completamente linea personas aos consecutivos residente temporal deberia poder escanear documentos solo pasar recoger tarjeta residente vez aprobada,2016-07-13,pagina aparece solo costo mxn documento requisitos aparece costo adicional httpwwwinmgobmxstatictramitescambiodecondicionestanciaresidentetemporalaresidentepermanentepdf correcto,tramite deberia poder hacer completamente linea personas aos consecutivos residente temporal deberia poder escanear documentos solo pasar recoger tarjeta residente vez aprobada,page appears cost mxn requirements document appears additional cost httpwwwinmgobmxstatictramitescambiodecondicionestanciaresidentetemporalaresidentepermanentepdf correct,procedure able completely online people consecutive years temporary resident able scan documents pick green card approved,INM,03,010
1,saber cantidad aproximada pueden prestar asi credito joven,ser mas especificos,2016-07-13,saber cantidad aproximada pueden prestar asi credito joven,ser mas especificos,knowing approximate amount lend well youth credit,specific,NAFIN,05,003
1,,pueden mejorar cien ciento personal incompetente instituto mayoria oficinas inhumanos nefastos groseros ignorantes derechohabientes tercera edad,2016-07-13,,pueden mejorar cien ciento personal incompetente instituto mayoria oficinas inhumanos nefastos groseros ignorantes derechohabientes tercera edad,,improve one hundred percent incompetent staff institute offices inhuman nefarious rude ignorant especially successors elderly,ISSSTE,06,008
1,chetumal quintana roo estan realizando tramite renovacion pasaporte puedo comunicar tendran numero gracias correo luisnoverolainegiorgmx,reanudando servicio chetumal,2016-07-13,chetumal quintana roo estan realizando tramite renovacion pasaporte puedo comunicar tendran numero gracias correo luisnoverolainegiorgmx,reanudando servicio chetumal,quintana roo chetumal performing procedure renewal passport communicate another number thanks email luisnoverolainegiorgmx,resuming service chetumal,SRE,03,003
1,,poner oficina cada cabecera municipal,2016-07-13,,poner oficina cada cabecera municipal,,put office county seat,SEDESOL,10,032
1,,funciona sistema generar cita sitio httpwwwsregobmxindexphpcitas lleva ningun lado sino regresa princio tampoco telefono citas sirve,2016-07-13,,funciona sistema generar cita sitio httpwwwsregobmxindexphpcitas lleva ningun lado sino regresa princio tampoco telefono citas sirve,,work system generate appointment site http wwwsregobmxindexphpcitas lead nowhere returns princio phone appointments serves,SRE,03,006
0,actualizacion direccion oficinas villahermosa permite realizar cita remite nueva cuenta,presentacion pagina villahermosa actualizarla opcion cita,2016-07-13,actualizacion direccion oficinas villahermosa permite realizar cita remite nueva cuenta,presentacion pagina villahermosa actualizarla opcion cita,update address villahermosa offices allow quote refers new account,presentation page villahermosa update appointment option,SRE,03,006
0,poder realizar dicha modificacion linea si cuentas documentos,poder modificar linea,2016-07-13,poder realizar dicha modificacion linea si cuentas documentos,poder modificar linea,make change line documents,modify online,SEGOB,05,005
0,hace falta liga solicitar citas internet,poner liga citas internet,2016-07-13,hace falta liga solicitar citas internet,poner liga citas internet,need link apply online dating,put link online dating,SRE,03,007
1,,funcionen servicios internet citas dice existe imposible poder sacar cita,2016-07-13,,funcionen servicios internet citas dice existe imposible poder sacar cita,,operating services internet dating tells impossible make appointment,SRE,03,006
1,modulo delegacion iztacalco piden mas documentacion informacion tramite renovacion pasaporte ordinario piden fotografias copia pasaporte copia ife ( ine plumas poder llenar formularios,podrian apegarse publicado pagina pagina incluyan documentos adicionales solicitan tramite modulo apeguen solicitar publicado portal adicionalmente considero tiempo tramite largo cita maana pasaporte entregaron despues tarde,2016-07-13,modulo delegacion iztacalco piden mas documentacion informacion tramite renovacion pasaporte ordinario piden fotografias copia pasaporte copia ife ( ine plumas poder llenar formularios,podrian apegarse publicado pagina pagina incluyan documentos adicionales solicitan tramite modulo apeguen solicitar publicado portal adicionalmente considero tiempo tramite largo cita maana pasaporte entregaron despues tarde,module iztacalco ask documentation renewal process information ordinary passport ask pictures passport copy copy ife ( ine pens fill forms,could stick published page whether page include additional documents requested procedure module adhere ask published website addition believe processing time long since appointment handed passport pm,SRE,03,003
0,queda claro realizar renovacion menor edad breve dejara serlo dificil realizar cita fin semana,dar mayores detalles telefonistas mejor actitud,2016-07-13,queda claro realizar renovacion menor edad breve dejara serlo dificil realizar cita fin semana,dar mayores detalles telefonistas mejor actitud,unclear renew minor soon cease difficult make appointment weekend,give details telephonists better attitude,SRE,03,003
0,ningun lado dice solicitante requiere tener mano curp,funciona telefono sacar citas mas semana tratando tramitar pasaporte cita tampoco dice sacar pasaporte manera urgente,2016-07-13,ningun lado dice solicitante requiere tener mano curp,funciona telefono sacar citas mas semana tratando tramitar pasaporte cita tampoco dice sacar pasaporte manera urgente,nowhere say applicant required hand curp,phone work appointments week trying arrange passport appointment say get passport urgently,SRE,03,007
1,numero hacer cita correo tramitar,sirva linea llamadas,2016-07-13,numero hacer cita correo tramitar,sirva linea llamadas,number make appointment mail process,serve line calls,SRE,03,002
1,telefono,atencion telefonica,2016-07-13,telefono,atencion telefonica,phone,telephone lines,SRE,03,003
1,liga consultar cedula grado academico,liga consultar cedula grado academico,2016-07-13,liga consultar cedula grado academico,liga consultar cedula grado academico,league consult schedule grade academic,league consult schedule grade academic,SEP,01,031
0,actualizacion continua modulo reciben documentacion,realmente hacerlo linea previa revision solicitar asistencia individuo requiere corregir curp,2016-07-13,actualizacion continua modulo reciben documentacion,realmente hacerlo linea previa revision solicitar asistencia individuo requiere corregir curp,continuous updating since module receive documentation,really online review request assistance individual requires correct curp,SEGOB,05,005
1,falta formato derecho pago viene manera obtenerlo menos acuda oficina,acceso requisitos dudas tramites acceso formatos derechos pago costos ir of migracion solo papel,2016-07-13,falta formato derecho pago viene manera obtenerlo menos acuda oficina,acceso requisitos dudas tramites acceso formatos derechos pago costos ir of migracion solo papel,format right payment missing come way get unless go office,access requirements doubts procedures formats access payment entitlements costs go migration single paper,INM,03,010
