Ficha,Homoclave
ASEA4155,ASEA-00-015-A
CNBV4344,CNBV-27-002
CNSF4221,CNSF-13-021
NAFIN3652,NAFIN-00-003
IMPI3176,IMPI-01-013
SEGOB2238,SGOB-04-009-A
SEGOB2247,SGOB-04-010-B
SAT3358,SAT-02-008
SEMARNAT3006,SEMARNAT-04-025-C
INSP3415,INSP-00-001
CNH3465,CNH-00-012-D
ISSSTE574,FOVISSSTE-00-009-A
SEGOB2244,SGOB-04-010-A
SE2413,SE-09-032
NAFIN3653,NAFIN-01-001
NAFIN3654,NAFIN-02-001
PROFECO3860,PROFECO-04-002
SE1875,SE-06-022
SCT2524,SCT-07-064
FIDERH4257,FIDERH-00-001
SAGARPA2333,SAGARPA-16-007
COFEPRIS689,COFEPRIS-01-009-C
SNICS3140,SNICS-00-006-A
CONAGUA2585,CONAGUA-01-022
SEP1516,SEP-01-039-B
SHF3260,SHF-00-001
PRS2912,PRS-00-013-A
CDI1006,CDI-01-001
CONADE915,CONADE-00-011-C
SENASICA3801,SENASICA-01-044
SAT2286,SAT-07-001
SENASICA3803,SENASICA-01-047-B
IMSS3969,IMSS-02-085-B
SCT1142,SCT-02-096-E
SE1876,SE-06-023-A
332616,SEP-18-015
CNH3466,CNH-00-014-A
SFP2646,SFP-03-002
SHF3262,SHF-00-002
SNICS3138,SNICS-00-001
SEMARNAT397,SEMARNAT-07-034-B
SRE2552,SRE-02-007
INECOL4255,INECOL-00-001
SCT1108,SCT-03-033
SHCP2557,SHCP-02-139
SCT2704,SCT-05-003
SENASICA3804,SENASICA-01-047-C
CRE1984,CRE-09-001-B
SE2772,SE-10-011
SEDENA1482,SEDENA-02-008
SEMARNAT324,SEMARNAT-07-033-C
CNH3461,CNH-00-014-C
ISSSTE623,FOVISSSTE-00-006
CDI2980,CDI-06-005
SRE2551,SRE-01-026
SCT2939,SCT-07-073
SHCP2555,SHCP-02-137
SRE2564,SRE-02-014
SRE2567,SRE-06-007
SCT2081,SCT-08-001-C
SENASICA3148,SENASICA-01-018-B
CONADE901,CONADE-00-003
SRE2566,SRE-06-006
SCT1856,SCT-04-010-D
SCT2717,SCT-06-031-B
ISSSTE858,ISSSTE-06-004
COFEPRIS727,COFEPRIS-01-017
SEMARNAT2809,SEMARNAT-08-002
SFP54,SFP-04-001
SENASICA3149,SENASICA-01-021
CRE1991,CRE-09-001-G
SENASICA3151,SENASICA-01-024-A
SFP49,SFP-00-008-E
SEGOB2999,SGOB-01-006
COFEPRIS739,COFEPRIS-02-007
CRE2133,CRE-03-017
CNH2576,CNH-00-001
CRE2324,CRE-03-008
CRE2382,CRE-03-012
SAT4159,SAT-03-042
SHCP2744,SHCP-04-001
COFEPRIS3700,COFEPRIS-04-002-H
CNH3462,CNH-00-014-D
COFEPRIS3531,COFEPRIS-05-001-E
SEDENA960,SEDENA-01-006
ISSSTE817,ISSSTE-06-012-G
COFEPRIS3546,COFEPRIS-05-015-E
PROFEDET349,PROFEDET-00-003
338095,SEP-23-006-C
CNANP5142,CNANP-00-004
CNH2598,CNH-00-008
COFEPRIS690,COFEPRIS-01-010-A
SEDENA1548,SEDENA-02-016
SEP541,SEP-23-003-B
ISSSTE503,ISSSTE-02-001
SCT1484,SCT-06-001-B
256280,SEP-18-005-A
CNH3384,CNH-00-011-A
CNH3385,CNH-00-011-B
SCT2447,SCT-02-196
IMSS3970,IMSS-02-086
CRE1959,CRE-06-002-K
SAT3915,SAT-03-021
SAT3924,SAT-03-028
COFEPRIS730,COFEPRIS-01-021-C
337364,SEP-23-006-B
SCT2714,SCT-06-027-B
CIDETEQ3849,CIDETEQ-00-001-A
CIDETEQ3847,CIDETEQ-01-001-D
256645,SEP-18-005-B
259202,SEP-18-010
SCT1486,SCT-06-001-A
SEDESOL59,SEDESOL-20-001-B
SHCP2745,SHCP-04-002
SAT3903,SAT-03-014
SAT3907,SAT-03-020
COFEPRIS235,COFEPRIS-01-025
SRE358,SRE-01-007
ASEA5281,ASEA-00-038
SRE351,SRE-01-005
SEDENA956,SEDENA-01-003
HRAEV3416,HRAEV-00-001
COFEPRIS3372,COFEPRIS-03-020
ISSSTE561,ISSSTE-05-007-E
SCT2504,SCT-02-186-E
257010,SEP-18-005-C
SAT4156,SAT-03-039
SEDENA962,SEDENA-01-004
STPS885,STPS-08-003
COFEPRIS3545,COFEPRIS-05-015-D
CNBV3548,CNBV-16-020
ASEA5280,ASEA-00-037
257376,SEP-18-005-D  
236557,SEP-18-004-C
SCT2544,SCT-03-035
HRAEO3583,HRAEO-00-001
STPS2623,STPS-08-004
ASEA5282,ASEA-00-039
SAT3904,SAT-03-015
SCT1443,SCT-06-007-B
COFEPRIS4282,COFEPRIS-07-002
COFEPRIS4264,COFEPRIS-01-008
259567,SEP-18-011
SCT1703,SCT-03-011-B
SCT1679,SCT-02-146-AC
COFEPRIS3708,COFEPRIS-04-021-G
SHCP2743,SHCP-02-162
PROFECO3851,PROFECO-00-004-B
ASEA5286,ASEA-00-042
CNH3386,CNH-00-011-C
SEMARNAT2807,SEMARNAT-07-020
SCT2462,SCT-02-179-C
SRE96,SRE-01-011-B
SCT2512,SCT-02-202
CNH2597,CNH-00-007
SCT2507,SCT-02-186-F
SCT2539,SCT-03-018-B
PA4884,PA-03-002-D
ASEA5284,ASEA-00-040
CNSF3937,CNSF-12-042
SCT2444,SCT-02-184-A
SCT2501,SCT-02-186-D
CNH3388,CNH-00-012-A
SCT2511,SCT-02-197
SEMARNAT274,SEMARNAT-07-013
SCT2449,SCT-02-198
SCT2466,SCT-02-182
SEMARNAT1490,SEMARNAT-03-044
SCT2540,SCT-03-019
IMSS212,IMSS-02-066-I
SCT1038,SCT-04-005
PA4885,PA-03-002-E
SAT3916,SAT-03-022
SCT2703,SCT-05-002
SCT2514,SCT-02-183-A
SCT2715,SCT-06-027-C
IMSS382,IMSS-03-009
IMSS188,IMSS-02-066-F
APIDBO3336,APIDBO-04-001
SCT2471,SCT-02-205
SCT2510,SCT-02-194
SE2666,SE-09-055
SEMARNAT2808,SEMARNAT-07-028
SCT2446,SCT-02-195
APIDBO3337,APIDBO-04-002
SEDENA957,SEDENA-01-005
SAGARPA1473,SAGARPA-04-004
SEMARNAT2593,SEMARNAT-04-024
SAT3364,SAT-02-003
CIDETEQ3842,CIDETEQ-00-001-C
CIATEC3345,CIATEC-00-003
SCT2857,SCT-03-049
SCT2541,SCT-03-022
ASEA5285,ASEA-00-041
PA4886,PA-03-002-F
SHCP1526,SHCP-02-051
SCT2858,SCT-03-048
SCT2529,SCT-07-065-B
INDAUTOR4136,INDAUTOR-00-009-C
ASEA5287,ASEA-00-043
CONAPESCA2689,CONAPESCA-01-042-Q
SCT1097,SCT-03-037-C
SE2667,SE-10-009-B
SCT2852,SCT-03-057
SEDENA2785,SEDENA-02-061
SAT3347,SAT-01-053
PROFEPA4167,PROFEPA-05-001
SRE102,SRE-01-019-E
SEP536,SEP-23-002-D
SEDENA2766,SEDENA-02-060
SE2775,SE-10-013
SHCP2739,SHCP-02-154
IMSS381,IMSS-01-005
SAT3359,SAT-02-006
SE2789,SE-10-022-G
SE2788,SE-10-022-F
SE222,SE-01-006-C
STPS2794,STPS-10-001
SAT749,SAT-01-066
CIATEC3342,CIATEC-00-002
SAT3352,SAT-01-061
CNH3390,CNH-00-012-C
PRODECON1813,PRODECON-00-005
COFEPRIS3534,COFEPRIS-05-002-A
SAT3348,SAT-02-004
SEDENA948,SEDENA-00-002
SE1036,SE-01-017-B
SEDENA1213,SEDENA-01-010
SAT3354,SAT-01-044
SAT3355,SAT-02-002
SAT3351,SAT-02-005
SE2840,SE-10-018
SCT2856,SCT-03-050
CNH2833,CNH-01-004
CIATEJ3813,CIATEJ-00-005
SCT2859,SCT-03-047
CNH2830,CNH-01-001
INBAL1306,INBA-01-001
SAT3357,SAT-01-067
IMSS412,IMSS-01-020
NAFIN3657,NAFIN-03-001-B
SAT3360,SAT-01-033
SAT3363,SAT-01-047
SE2776,SE-10-014
SEMARNAT250,SEMARNAT-03-041-B
CNBV3553,CNBV-16-026-E
INDESOL3665,SEDESOL-19-004-B
ISSSTE529,ISSSTE-00-012-E
CNH2832,CNH-01-003
SEDENA1228,SEDENA-01-011
PROFECO3854,PROFECO-00-011
SEDENA1229,SEDENA-01-012
IMSS1725,IMSS-02-010-B
CNBV5212,CNBV-28-015
COFEPRIS415,COFEPRIS-10-001
CNP834,PROSPERA-00-006
SCT2854,SCT-03-055
CONAPESCA2695,CONAPESCA-01-042-V
SCT2861,SCT-03-046-A
258471,SEP-18-008-C
COFEPRIS3543,COFEPRIS-05-015-C
SEGOB999,SGOB-01-002
CONAPESCA2699,CONAPESCA-01-050
COFEPRIS3992,COFEPRIS-01-007-A
SE2851,SE-10-017
CIDETEQ3848,CIDETEQ-02-001
SAT3362,SAT-01-023
STPS884,STPS-08-002
SIAP1633,SIAP-02-001
CNH2828,CNH-00-009-A
SEGOB2867,SGOB-01-011-A
SE2844,SE-10-025
CNBV3549,CNBV-16-026-A
ISSSTE1722,ISSSTE-07-001
SE2846,SE-10-026-B
IMSS555,IMSS-03-008
PGR1212,PGR-08-001
SE66,SE-09-041
CONAPESCA2696,CONAPESCA-01-044
COFEPRIS3993,COFEPRIS-01-007-B
SE65,SE-09-040
SE1881,SE-06-026
ASEA4150,ASEA-00-011
CNBV5185,CNBV-28-002-F
SFP2826,SFP-00-999
CONAPESCA2691,CONAPESCA-01-042-S
CONAPESCA2692,CONAPESCA-01-042-T
CONAPESCA2701,CONAPESCA-01-043
CONAPESCA2690,CONAPESCA-01-042-R
SEDENA1231,SEDENA-01-013
IMSS196,IMSS-02-088
INDESOL3666,SEDESOL-19-006
SE2841,SE-10-020
CDI1555,CDI-02-001-A
IMPI2976,IMPI-03-008
IMSS761,IMSS-02-009
IMSS195,IMSS-02-069
IMSS474,IMSS-02-071
IMPI2803,IMPI-03-005
COFEPRIS3413,COFEPRIS-04-009-A
SAT2320,SAT-03-045
IMPI2804,IMPI-03-006
SAT2283,SAT-06-024
CNBV3552,CNBV-16-026-D
SAT2301,SAT-08-016
SAT127,SAT-01-078
SAT4180,SAT-04-007
CNBV3555,CNBV-16-026-G
CNSF3472,CNSF-12-008
SCT1123,SCT-02-063-A
SCT2724,SCT-06-024
COFEPRIS3541,COFEPRIS-05-002-G
CNSF3490,CNSF-12-019
INAPAM2792,INAPAM-00-003
ISSSTE868,ISSSTE-06-011-C
PRS2899,PRS-00-012-A
PRS2907,PRS-00-012-D
SE2897,SE-13-001-A
SEMAR1211,SEMAR-00-007
SEGOB2887,SGOB-08-006
SCT1710,SCT-03-020
SE2903,SE-13-003
BANSEFI5245,BANSEFI-00-010
CNBV3556,CNBV-16-026-H
ISSSTE501,ISSSTE-06-012-E
SAT748,SAT-01-065
SENER1508,SENER-07-006
SRE126,SRE-03-012-B
CNP830,PROSPERA-00-002
SEMAR1057,SEMAR-00-005
SCT1378,SCT-02-141-C
ISSSTE625,FOVISSSTE-00-008
SEMARNAT2967,SEMARNAT-10-005
INDAABIN4189,INDAABIN-01-017
SAGARPA1198,SAGARPA-04-003
SEDESOL322,SEDESOL-22-004
SCT1439,SCT-03-007-B
CIDETEQ3843,CIDETEQ-01-001-A
SE2189,SE-09-033
397995,SEP-23-005-E
ISSSTE576,FOVISSSTE-00-009-C
SEDESOL62,SEDESOL-22-001-B
SEMAR1210,SEMAR-00-008
SCT2058,SCT-06-009-C
SRE94,SRE-01-010-C
AICM1418,AICM-00-001
CONAPESCA2952,CONAPESCA-01-052
SEMARNAT2968,SEMARNAT-10-006
SRE2869,SRE-03-010
SCT1713,SCT-03-014-A
STCCPRI2972,CCPR-00-006
SE2193,SE-09-037
397264,SEP-23-005-C
CNBV3551,CNBV-16-026-C
CDI1996,CDI-04-010-B
SE1403,SE-04-004
CNBV5217,CNBV-28-016
IPN4195,IPN-01-006-D
399821,SEP-23-007-A
IMPI2979,IMPI-06-003
415891,SEP-25-011
CNBV5179,CNBV-19-002-B
CNBV5180,CNBV-19-003-B
398725,SEP-23-006-D
SEGOB1652,SGOB-01-018
399091,SEP-23-006-E
SEMAR1202,SEMAR-00-006
SAT2312,SAT-08-020
CNSF3495,CNSF-12-021
SEGOB890,SGOB-04-007
SEDENA1496,SEDENA-02-010
SHCP3075,SHCP-05-006-B
CNP838,PROSPERA-00-010-A
PROFECO4024,PROFECO-00-013
399456,SEP-23-006-F
SAT2212,SAT-01-042
CNSF3479,CNSF-12-015
INDAABIN3968,INDAABIN-00-099
CNBV5182,CNBV-19-038
CIDETEQ3844,CIDETEQ-01-001-B
SAT2214,SAT-01-056
SEMARNAT2943,SEMARNAT-10-001
CIDETEQ3846,CIDETEQ-01-001-C
CNBV3559,CNBV-16-032
SE2982,SE-06-027
400917,SEP-23-007-D
SEGOB3002,SPF-00-001
SCT2051,SCT-04-065
INEA2372,INEA-01-001-C
APIGAY3814,APIGAY-01-004
SCT1814,SCT-04-026
SEGOB1783,SGOB-01-036
SEMARNAT2946,SEMARNAT-10-002
SEMARNAT2966,SEMARNAT-10-004
INBAL3053,INBA-00-016
CONDUSEF2963,CONDUSEF-00-018
SAT2218,SAT-01-074
CIJ3566,CIJ-00-001
CNBV5183,CNBV-28-001-A
STPS584,STPS-04-016
CRE1962,CRE-06-002-N
SEMAR3014,SEMAR-04-001
SAT3919,SAT-03-024
APBP3159,APBP-00-002
APIMAD4025,APIMAD-00-001
SCT2945,SCT-12-001
SEGOB2891,SGOB-08-009
CNBV5186,CNBV-28-003-A
SCT1462,SCT-03-001
SCT2537,SCT-03-015
IMPI3160,IMPI-03-001-A
SCT1837,SCT-03-026-B
SE2842,SE-10-022-H
ISSSTE535,ISSSTE-01-001-B
SEGOB1654,SGOB-01-019
SE3026,SE-12-020
ECHASA3419,ECHASA-02-003
SCT1447,SCT-03-005-A
SE3039,SE-10-030
SCT1451,SCT-03-005-B
CNH1601,CNH-02-004
SCT2515,SCT-02-183-B
SE3022,SE-12-019-A
SEMARNAT1540,SEMARNAT-08-043
CNBV5187,CNBV-28-003-B
SE2902,SE-13-002-C
CNSF3475,CNSF-12-011
SRE98,SRE-01-019-A
SAT2226,SAT-01-076
CINVESTAV3547,CINVESTAV-00-002
SEGOB893,SEGOB-09-004
CNSF3481,CNSF-12-016-B
HRAEI3565,HRAEI-00-002
SRE1579,SRE-02-011-D
SCT2934,SCT-07-071
CIJ3569,CIJ-00-003
SRE1624,SRE-02-013-C
PGR943,PGR-04-002
SE3025,SE-12-019-D
SRE101,SRE-01-019-D
CNSF3496,CNSF-12-022-B
CNSF3499,CNSF-12-024
ASEA4151,ASEA-00-012
SCT1435,SCT-03-003-C
415526,SEP-25-010
SE2911,SE-22-002
SCT2533,SCT-07-009-D
CNSF3500,CNSF-12-026-A
CONAPESCA2961,CONAPESCA-01-066
CONAPESCA2955,CONAPESCA-01-057
SAT3925,SAT-03-029
CENAM2874,CENAM-00-006
SE2910,SE-22-001
BANJERCITO3962,BANJERCITO-03-003
BANJERCITO3963,BANJERCITO-03-008
LICONSA1471,LICONSA-01-002
SE2782,SE-10-022-D
SCT1805,SCT-02-156-M
413334,SEP-25-001-B
SEGOB2882,SGOB-01-014
CONAPESCA2954,CONAPESCA-01-056
SEMARNAT2170,SEMARNAT-04-020
CENACE3366,CENACE-00-002
CRE3382,CRE-07-003
CENACE3329,CENACE-00-001
CNBV5189,CNBV-28-003-D
SCT1829,SCT-02-158-F
CNSF3501,CNSF-12-026-B
FIRA3838,FIRA-00-008-E
CNH3389,CNH-00-012-B
IMSS162,IMSS-02-001-C
CNBV3587,CNBV-14-062
CNBV4326,CNBV-02-047-A
ASEA4153,ASEA-00-013-B
CNH1585,CNH-01-008
SCT1852,SCT-04-010-A
SCT2522,SCT-07-055
HRAEI3563,HRAEI-00-001
SAT3604,SAT-02-013
CONAPESCA2953,CONAPESCA-01-055
CDI1221,CDI-01-010
CONAPESCA2960,CONAPESCA-01-067
SEDENA2938,SEDENA-02-069
CNSF4223,CNSF-13-023
INFONAVIT2439,INFONAVIT-00-016
CNSF4225,CNSF-13-024
CNSF4245,CNSF-13-034-B
CONAGUA4517,CONAGUA-01-002
NAFIN3651,NAFIN-00-002
CONAPESCA2964,CONAPESCA-01-064
SE3060,SE-10-028
SAT4912,SAT-06-007
SAT2282,SAT-06-017
CONAPESCA2957,CONAPESCA-01-060
CIJ3570,CIJ-01-001
CNBV3573,CNBV-14-055
NAFIN3658,NAFIN-04-001
SENER2896,SENER-09-010
CNBV5194,CNBV-28-011
SAGARPA3010,SAGARPA-16-017-A
SAT2252,SAT-05-004
APIGAY3807,APIGAY-00-001
INFONAVIT2438,INFONAVIT-00-015
CDI2983,CDI-06-007
SAT2273,SAT-06-015
SE3040,SE-10-031
INPRF3574,INPRF-00-001
NAFIN3659,NAFIN-05-001
SCT2940,SCT-08-001-F
SCT2944,SCT-08-003
SE2664,SE-09-053
CNBV5210,CNBV-28-013-B
SAT2292,SAT-07-011
CNBV3580,CNBV-14-060
CRE2388,CRE-05-001
SCT1838,SCT-03-039-A
IMPI2806,IMPI-03-007-B
INPRF3577,INPRF-00-002
SAT138,SAT-07-008
APIGAY3810,APIGAY-01-001
SE2905,SE-13-004
IMPI2978,IMPI-03-010
SCT1845,SCT-03-043-A
TELECOMM1823,TELECOMM-02-003
SE2116,SE-09-004-C
SAT2289,SAT-07-009
SCT2722,SCT-05-006-E
CIATEC3341,CIATEC-00-001
SE3021,SE-21-001
CNBV5211,CNBV-28-014
SAGARPA3156,SAGARPA-20-002
SE2913,SE-22-003
IMSS591,IMSS-02-001-G
SAT759,SAT-07-005
ASEA4161,ASEA-00-015-B
IMJUVE3250,IMJ-01-001
SCT2546,SCT-03-045-B
CRE2390,CRE-05-003
SAT3926,SAT-03-030
SE798,SE-03-057-R
CRE1993,CRE-09-001-I
IMSS605,IMSS-02-028-F
BANJERCITO3871,BANJERCITO-01-001
CNBV5218,CNBV-28-017
SCT1702,SCT-03-011-A
SE3024,SE-12-019-C
INPRF3579,INPRF-00-003
SAT2313,SAT-08-019
SEDENA2786,SEDENA-02-062
APIGAY3830,APIGAY-04-001
SCT2034,SCT-02-146-O
CNSF4945,CNSF-13-058
BANJERCITO3874,BANJERCITO-01-005
APIGAY3831,APIGAY-04-002
BANJERCITO3876,BANJERCITO-01-006
COFEPRIS3410,COFEPRIS-07-005
AFSEDF4135,AFSEDF-03-059
INPRF3887,INPRF-02-003
SCT2048,SCT-03-053
INPRF3581,INPRF-00-004
INPRF3888,INPRF-03-001-A
CNBV3582,CNBV-14-078
CNBV5219,CNBV-28-018
CNTS4200,CNTS-01-002
414065,SEP-25-003
CNTS4203,CNTS-01-004
INBAL3059,INBA-00-044-A
SHCP3078,SHCP-05-008
SCT2517,SCT-03-004-A
CNTS4201,CNTS-01-003-B
CNBV3596,CNBV-14-068
SEMARNAT2817,SEMARNAT-08-031-B
SAT132,SAT-01-051
ISSSTE859,ISSSTE-06-006
INPRF3886,INPRF-02-002
SCT2096,SCT-04-053
INBAL1312,INBA-00-005
CNBV3597,CNBV-14-069
INAOE4132,INAOE-03-001
CONACULTA3064,CONACULTA-02-001-B
SEDENA2947,SEDENA-02-074
SCT1798,SCT-02-156-F
SEGOB175,SGOB-05-002
SAT4175,SAT-04-008
COLBACH3594,COLBACH-00-002
SAT4174,SAT-04-009
CONAFOR2326,CONAFOR-06-012
SCT2469,SCT-02-201
CNBV5220,CNBV-28-019-A
SCT1113,SCT-02-146-D
SEDENA2941,SEDENA-02-070
CFE203,CFE-00-007
COFEPRIS3697,COFEPRIS-04-002-E
CONSAR4144,CONSAR-01-056
SE2197,SE-09-045
SE2017,SE-07-005
CNBV5228,CNBV-09-004
INPRF3884,INPRF-01-001
BANJERCITO3896,BANJERCITO-01-013
CNBV3599,CNBV-14-071
CNTS4204,CNTS-01-005
255915,SEP-18-004-D
SHCP1336,SHCP-02-011
INDAUTOR3616,INDAUTOR-00-005
BANJERCITO3890,BANJERCITO-01-008
SE2774,SE-10-012-B
CNBV5223,CNBV-28-021-A
BANJERCITO3893,BANJERCITO-01-010
SE703,SE-03-058-C
INBAL3055,INBA-00-040
CRE2387,CRE-03-015
STPS3016,STPS-04-019
SEDENA1232,SEDENA-02-001
SAT3607,SAT-02-021
CNBV5225,CNBV-30-002
SE669,SE-03-057-G
CNTS4205,CNTS-01-006
SEDENA994,SEDENA-02-051
CNBV3676,CNBV-05-002-B
SAGARPA1197,SAGARPA-02-011
SHCP1935,SHCP-02-126-B
CNBV5226,CNBV-30-004
SCT2543,SCT-03-024
COFEPRIS3698,COFEPRIS-04-002-F
SHCP3081,SHCP-05-010
SEGOB895,SEGOB-09-003
SCT1719,SCT-03-008-B
SCT1701,SCT-03-010
CNBV5227,CNBV-09-003-D
SE674,SE-03-057-L
ISSSTE876,ISSSTE-06-013-A
CNBV5229,CNBV-09-006
SEDENA2948,SEDENA-02-075
CFE201,CFE-00-013
SHCP1327,SHCP-01-127
COFEPRIS3699, COFEPRIS-04-002-G
SE793,SE-03-057-M
SE1873,SE-06-021
SHCP1319,SHCP-01-062
CNTS4207,CNTS-01-007
ASEA3865,ASEA-00-004-C
SAT3606,SAT-02-020
BANJERCITO3892,BANJERCITO-01-009
PRS2970,PRS-00-012-B
CNBV5233,CNBV-09-011
CONSAR4138,CONSAR-01-050
ASEA3867,ASEA-00-005
SAGARPA1477,SAGARPA-04-010
SHCP1335,SHCP-02-009
SE675,SE-03-057-O
ASEA3891,ASEA-00-006
CONSAR4137,CONSAR-01-049-B
CFE228,CFE-00-008
SEDENA2936,SEDENA-02-067
SEMARNAT1491,SEMARNAT-03-045
CONAPESCA2956,CONAPESCA-01-059
PRS2969,PRS-00-013-B
INBAL3056,INBA-00-043-A
CONSAR4140,CONSAR-01-052
CONSAR4143,CONSAR-01-055
CONACULTA3063,CONACULTA-02-001-A
CONSAR3049,CONSAR-01-018
CONSAR3051,CONSAR-01-019-B
ASEA3868,ASEA-00-007
PA83,PA-02-002
SEDENA2949,SEDENA-03-001
ASEA3869,ASEA-00-008
SCT2043,SCT-02-146-Y
CONSAR4142,CONSAR-01-054
SCT2234,SCT-02-177-C
SE2181,SE-09-021-C
ASEA3870,ASEA-00-009
ASEA3877,ASEA-00-010
SEMARNAT2618,SEMARNAT-05-005-B
SEMARNAT1732,SEMARNAT-03-062
400186,SEP-23-007-B
SHCP2749,SHCP-05-004-A
SEDENA1500,SEDENA-02-014
CONAFOR2330,CONAFOR-06-016
SE678,SE-03-057-S
SE3058,SE-10-027
SEGOB2893,SGOB-08-011
43709,SEP-09-017-A
CONACULTA3073,CONACULTA-02-002-C
CNSF3787,CNSF-12-033
SHCP3074,SHCP-05-006-A
SEMAR3062,SEMAR-03-001
CONACULTA3068,CONACULTA-02-002-B
CRE2391,CRE-05-004
SCT2245,SCT-06-030-B
SE679,SE-03-057-T
414430,SEP-25-004
412604,SEP-25-001-A
CNBV5234,CNBV-09-015
CRE1988,CRE-09-001-D
SAT3610,SAT-02-022
SEMARNAT394,SEMARNAT-07-034-A
412969,SEP-25-002-A
SCT1705,SCT-03-012-B
CNBV5235,CNBV-09-016
SCT1709,SCT-03-021
CONSAR4146,CONSAR-01-057-B
ISSSTE500,ISSSTE-06-012-D
IMSS4162,IMSS-02-089
CNBV3612,SAT-02-024
SEMARNAT233,SEMARNAT-01-002
SEDENA2377,SEDENA-02-048
SCT1708,SCT-03-025
SCT1046,SCT-04-003
SENER1519,SENER-09-002
CICC3879,CICC-00-002
PA3608,PA-00-008-A
SCT1846,SCT-03-043-B
SCT1849,SCT-03-045-C
SENASICA3146,SENASICA-01-011
SCT2047,SCT-03-052
SAT3104,SAT-06-032
SRE1573,SRE-02-011-A
SEP1683,SEP-08-009
SCT2036,SCT-02-146-Q
SCT2860,SCT-03-046-B
SEMAR3101,SEMAR-03-002
CNBV3675,CNBV-05-002-A
SCT2005,SCT-02-146-I
SAT3100,SAT-06-031
ISSSTE498,ISSSTE-06-012-B
SAT3613,SAT-03-002
SE1384,SE-03-071-D
SEMARNAT293,SEMARNAT-07-030-A
INADEM1662,INADEM-00-024-H
SEMARNAT2173,SEMARNAT-04-023
SCT2052,SCT-04-068
CRE4023,CRE-10-004-C
BANJERCITO3901,BANJERCITO-01-016
INADEM1639,INADEM-00-021
COFEPRIS3381,COFEPRIS-04-022-A
SHCP3083,SHCP-06-001
COFEPRIS3403,COFEPRIS-04-025
CNBV3677,CNBV-05-002-C
SEMARNAT283,SEMARNAT-07-022-B
CNBV3586,CNBV-14-061
CONAFOR2329,CONAFOR-06-015
SE1862,SE-05-004
BANJERCITO3899,BANJERCITO-03-007
SEMARNAT327,SEMARNAT-07-033-F
INAH1298,INAH-00-016
SEMARNAT40,SEMARNAT-01-007
CNBV3681,CNBV-16-017
SE718,SE-03-076-E
CAPUFE935,CAPUFE-01-003
CNBV3679,CNBV-05-003
SEMARNAT1738,SEMARNAT-07-017
SEMARNAT2171,SEMARNAT-04-021
CNBV3680,CNBV-05-004
SEMARNAT469,SEMARNAT-09-001-B
SEMARNAT455,SEMARNAT-07-035-A
SCT2065,SCT-07-006
IMSS4165,IMSS-02-090
SEMARNAT280,SEMARNAT-07-022-A
SCT2464,SCT-02-180-B
IMPI3162,IMPI-03-001-B
SESNSP3166,SESNSP-00-006
COFEPRIS3538,COFEPRIS-05-002-E
SEGOB3003,SPF-00-002
SCT2497,SCT-02-186-A
INAH847,INAH-00-005
SEMARNAT2816,SEMARNAT-08-031-A
CONAFOR2331,CONAFOR-06-017
SEMARNAT2819,SEMARNAT-08-034
IPN3911,IPN-00-003-B
BANJERCITO3900,BANJERCITO-03-005
SEDESOL3113,SEDESOL-21-011
SEMARNAT2879,SEMARNAT-08-046
BANJERCITO3902,BANJERCITO-03-004
CICC1972,CICC-00-001-C
SEMARNAT440,SEMARNAT-08-048
SAT3108,SAT-09-009
SAT4157,SAT-03-040
SAT4184,SAT-04-002
SECTUR3121,SECTUR-03-012
SEMAR3102,SEMAR-02-004
CNSNS1890,CNSN-00-002-B
INAH1291,INAH-00-008-C
CONSAR3050,CONSAR-01-019-A
SEMARNAT2881,SEMARNAT-08-054
SCT2509,SCT-02-188
INAH1292,INAH-00-008-D
SCT2468,SCT-02-200
SECTUR3112,SECTUR-03-009
IMSS3086,IMSS-03-019
INAH1293,INAH-00-009
SAGARPA2012,SAGARPA-16-006-D
SCT2516,SCT-02-207
SE2670,SE-09-057
SCT990,SCT-01-004
SAT3099,SAT-01-080
SCT2532,SCT-07-009-C
SE2672,SE-10-008
IMPI3164,IMPI-03-002-B
CONADIC3414,CENADIC-00-001
IMSS169,IMSS-02-030-A
APIDBO3308,APIDBO-01-001
ISSSTE628,FOVISSSTE-00-010-C
CNBV3728,CNBV-23-010-H
INAH1294,INAH-00-010
IMSS170,IMSS-02-030-B
IMSS639,IMSS-02-030-C
IMSS208,IMSS-02-066-O
APIDBO3338,APIDBO-03-005
CNBV3576,CNBV-14-056-B
SE2668,SE-09-056
CNBV3733,CNBV-23-021
CNBV3740,CNBV-23-024-E
COFEPRIS3537,COFEPRIS-05-002-D
SEDENA2629,SEDENA-02-056
SAT4158,SAT-03-041
258837,SEP-18-009
PROFEDET344,PROFEDET-00-002
SENASICA650,SENASICA-05-001-B
CNBV3593,CNBV-14-067
SE2770,SE-10-010-A
CNBV3729,CNBV-23-010-I
CNBV3682,CNBV-23-001-A
SECTUR3120,SECTUR-03-010
INAH1299,INAH-00-019
CNPSS179,CNPSS-00-001
IPN3913,IPN-01-003-B
CNSF4250,CNSF-13-037
CNSF4252,CNSF-13-038-B
CNBV3598,CNBV-14-070
INAH1300,INAH-00-020-A
SE3027,SE-12-017
SENASICA646,SENASICA-03-012-A
CNBV3561,CNBV-14-051
CNBV3572,CNBV-14-054
CNBV3590,CNBV-14-065
