Encuesta,Ficha,Homoclave,1.1 ¿Te parece útil esta información?,1.2 ¿Consideras que falta información?,1.3 ¿Qué información crees que falta?,1.4 ¿Qué podemos mejorar?,Fecha
7837,INDAABIN1560,INDAABIN-00-005,No,Sí,"Es muy complicado localizar los formatos para realizar el trámite, en el formato no indica dónde se realiza el pago, sería conveniente que estuviera la liga para realizar el pago en línea.",La forma de locarlizar cada servicio así como sus formatos.,2017-01-08
7838,SAT139,SAT-07-010,Sí,Sí,Ser màs especìficos en desde como generar una factura y màs informaciòn acerca de como obtener el sello digital,"Mejorar el sistema, ya que falla mucho, incluso en las propias instalaciones de SAT. Es muy complicado bajar la aplicaciòn JAVA para al menos poder comenzar una factura y no se diga para el envìo de la autorizaciòn del sello digital. El JAVA no lo he podido intalar en ninguna computadora a pesar que tiene todas las actualizaciones y eso con ayuda de tècnicos, todo lo he realizado en las mismas intalaciones de SAT para que me ayuden, que por cierto es muy buen servicio el que ofrece el personal ya que ayudan mucho. pero definitivamente tienen que mejorar el sistema para que no falle porque falla en todas las computadoras.",2017-01-08
7839,UNADM1064,UNADM-00-001,Sí,Sí,poder acceder de manera mas rapida a la inscripcione y mayor difucion a la fecha estoy tratando de inscribirme desde el año pasado y no lo he logrado,accesos a las inscripciones e informacion,2017-01-08
7840,RAN1410,SEDATU-04-015,Sí,Sí,"-a qué se refiere el documento requerido ""escrito libre"", 
- debe incluirse como documento requerido  ""la autorización o acta de acuerdo de asamblea para obtener el dominio pleno"" pues así como está pareciera opcional.",Manejar tiempos de duración del trámite,2017-01-09
7841,ISSSTE615,FOVISSSTE-00-004,No,Sí,Hacer posible sacar en línea la constancia,La forma en que aparece la información,2017-01-09
7842,INM819,INM-03-009-C,Sí,Sí,No aparece en la liga de la linea de captura la opción de pago por reposición debido al deterioro de la tarjeta migratoria permanente,Incluir la opción para la linea de captura la opción de pago por reposición,2017-01-09
7843,SEDENA36,SEDENA-01-007,Sí,Sí,el Folder que se debe llevar,la Falta de mas informacion,2017-01-09
7844,COFEPRIS786,COFEPRIS-05-006,No,Sí,El formato de llenqdo,Poner un link,2017-01-09
7845,STPS2794,STPS-10-001,Sí,Sí,easerl tramite,en como se desarrollara el proyecto,2017-01-09
7846,IMSS153,IMSS-01-006-A,Sí,No,,"Mejorar la entrada a la hoja de inscripción, cuesta mucho para abrir... No puedo inscribir a mi bebe y es muy molesto",2017-01-09
7847,ISSSTE615,FOVISSSTE-00-004,Sí,Sí,"Yo soy de coahuila estoy en elmunicipio decuatrocienegas, coah.para hacer un tramite ala capital tengo que ir personal y me piden los requicitos en ese momento tengo que haver una cita y llevar denuevo la papeleria,se hace mucho gasto y tiempo,por que no dan la informacion y citas por internet para poder dar una sola buelta,yo quiero saver que requicitos devo de llevar para saver si ua termine de pagar mi casa","Que den informacion y citas por internet,para los que vivimos legos de la ciudad",2017-01-09
7848,AFSEDF842,AFSEDF-01-014,No,Sí,Guia de llenado para las inscripciones a primaria.,que los link para preinscripciones sea mas claros.,2017-01-09
7849,SRE112,SRE-03-002,Sí,No,,"EL NUMERO DE TELEFONO 018008010773 NO SIRVE, NO FUNCIONA!!!!, NUNCA ENTRA LA LLAMADA!!!, PARA QUE LO PONEN SI NO SIRVEEEE",2017-01-09
7850,SRE145,SRE-03-007-B,No,Sí,QUE SEAN MAS PRACTICOS QUE SE PUEDA ACCEDER DIRECTAMENTE A LA PAGINA Y QUE PUEDA UNO LLENAR LA SOLISITUD LOS TEL NO FUNSIONAN O SIEMPRE ESTAN OCUPADOS Y POR ESTE MEDIO NO DAN ACSESO A LA SOLISITUD,TODO,2017-01-09
7851,CONAGUA2586,CONAGUA-02-002,Sí,Sí,El formato,Agregar el formato,2017-01-09
7852,SRE117,SRE-03-006-A,Sí,Sí,Las citas se deberían poder agendar por internet. El teléfono está permanentemente ocupado o no contestan,Citas por internet,2017-01-09
7853,SEMARNAT2878,SEMARNAT-04-006,Sí,Sí,UNA LIGA PARA DESCARGAR EL FORMATO DE PAGO DEL TRAMITE,"INCLUIR LIGA DE PAGO O FORMATO DE PAGO ABAJO DE 
Mas Información
Descargar Formato
Formato de Pago",2017-01-09
7854,SAT2222,SAT-01-075,Sí,No,,"Poder reimprimir TODAS las declaraciones enviadas SIN costo y sin importar el tipo de declaración (evitar diferentes portales para el tipo de declaración y/o acuse), para casos de falla en los equipos de computo y falta de respaldos adecuados por parte del contribuyente.",2017-01-09
7855,COFEPRIS786,COFEPRIS-05-006,Sí,Sí,PONER LOS ARCHIVOS PARA BAJAR LOS FORMATOS CORRESPONDIENTES.,TENER UNA RUTA MENOS COMPLICADA PARA LOS TRÁMITES DE COFEPRIS,2017-01-09
7856,SFP54,SFP-04-001,Sí,No,,"ESTOY LLENANDO EL FORMATO SAM, PERO CUANDO QUIERO PONER LA FECHA DE NACIMIENTO DEL PADRE ME LIMITA EN EL NUMERO DE AÑOS, SE DEBE AMPLIAR EL NUMERO HACIA ATRÁS.
ESPERO TOMEN EN CUENTA PARA CORREGIR ESE DETALLE .
GRACIAS.",2017-01-09
7857,ISSSTE566,ISSSTE-05-005-B,No,Sí,No dicen que debe uno llevar su último talón de pago y copia de la credencial de pensionado.,Poner bien la información. A fuerza hay que presentarse en la oficina para saber realmente los papeles que se requieren.,2017-01-09
7858,SEP67,SEP-01-027-A,Sí,No,,"Quisiera saber porque no soy capaz de bajar el formato para tramitar el duplicado de cédula. He estado intentándolo, en diversas PC, desde la mañana de este día lunes 9 de enero. Es que tienen problemas con su sistema? Porque es muy frustrante, pues no puedo avanzar en mi trámite.",2017-01-09
7859,SEP72,SEP-01-031-B,No,Sí,BRINDAR MAS FECHAS PARA CITAS,URGEN FECHAS PARA CITAS,2017-01-09
7860,IMSS167,IMSS-02-025-B,No,Sí,Comobingresar al sistema y verificar mis cotizaciones,Como ingresar amis cotizaciones,2017-01-09
7861,INM811,INM-03-009-A,Sí,No,,"Deberían dar la opción de llenar e imprimir el formato básico por internet (al igual que el Formato para solicitar trámite migratorio de estancia), ya que el formato impreso que dan en las oficinas es difícil de leer por la letra tan pequeña y los espacios sombreados que tiene. Similarmente, la información personal debería ser ingresada una sola vez, y utilizada por la aplicación para llenar parte de los diferentes formatos.",2017-01-09
7862,IMSS168,IMSS-02-025-C,Sí,Sí,el nombre que se anotaba en los recibos de nomina era asi LUIS YBERRI MARQUEZ NO LUIS IBERRI MARQUEZ,BUSCAR COTIZACIONES A NOMBRE DE LUIS YBERRI MARQUEZ,2017-01-09
7863,ISSSTE1722,ISSSTE-07-001,Sí,No,,NADA,2017-01-09
7864,SRE117,SRE-03-006-A,Sí,Sí,"Poder realizar pago en linea, en que bancos podemos pagar","Pago en linea, y cita en linea",2017-01-09
7865,SRE1187,SRE-01-013-A,Sí,No,,"nada de informacion ase falta mejorar, pero me gustaria aser una cita en mi casa es puebla consular mobil sobre ruedas...",2017-01-09
7866,ISSSTE574,FOVISSSTE-00-009-A,No,Sí,"INFORMAR QUE LOS CREDITOS DE VIVIENDA ES UN DERECHO LABORAL PARA LOS TRABAJADORES Y NO TIENEN PORQUE ESTAR SUJETOS A NINGUNA CLASE DE SORTEOS Y MUCHO MENOS QUE ESTEN MANIPULADOS POR LOS DELEGADOS DEL ISSSTE EN LOS ESTADOS, POR EJEMPLO EN YUCATAN. TODAVIA SE VA A EJERCER UN CREDITO Y TIENE QUE DARSE UNA CANTIDAD PARA SEPARAR LA VIVIENDA, ASI NUNCA EL POBRE TRABAJADOR LE VAN A ENTREGAR SU VIVIENDA Y CUANDO SE PENSIONE O JUBILE LE ENTREGAN SU FONDO DE VIVIENDA ANTE SU NEPOTISMO DE USTEDES EMPLEADOS DE LA NACION","SUS TRAMITES DE CREDITO DE VIVIENDA, YA QUE ESTE LE CORRESPONDE POR DERECHO LABORAL AL TRABAJADOR Y DEJAR DE ESTAR INVENTADO MILES DE OBSTACULOS",2017-01-09
7867,INM799,INM-03-005-C,No,Sí,Que responsabilidades presenta el empleador una vez contrata a un emplado extranjero? Tiene derecho a despedirlo? Que responsabilidades se desprenden de esto? Que tipo de derechos posee un trabajador extranjero en Mexico? Son los mismos que un ciudadano Mexicano?,Aportar mas informacion legal y juridica en cuanto a responsabilidades y situaciones relacionadas a contrataciones y despidos de empleados extranjeros en Mexico,2017-01-09
7868,SEP71,SEP-01-031-A,Sí,Sí,"Indicar la forma en que se pagará la compulsa.

Ya que en este caso (tramite de cédula) indica que el costo es de 1145 y 30 pesos de compulsa, pero al llenar la forma, sólo indica los 1145 y me surge la duda de que si los 30.00 que indica  son por trámite  o cuántos documentos se van a compulsar, pues después dice que 10.00 por cada documento, pero no se cuales serán compulsados y no  vaya a tener que ser por banco y yo entiendo que al no salir en el formato, solo pague los 1145 y el día de la cita no pueda hacer el trámite y todo el tiempo y dinero empleado, vaya a ser en balde","Contestar por correo si no lo indica la página.
Por favor a  :  lauraletticia.sistemas@gmail.com, en este caso, gracias",2017-01-09
7869,SEP70,SEP-01-030-B,Sí,No,,"LLEVO CASI 5 MESES SIN PODER AGENDAR UNA CITA
QUICIERA SABER EL DIA EXACTO QUE SE ABREN LAS CITAS PARA CADA MES",2017-01-09
7870,SEP69,SEP-01-030-A,Sí,Sí,Explicar el motivo por el cual este trámite no se lleva a cabo por conducto de las Delegaciones de la SEP en los estados de la República.,"La presentación y culminación de este trámite por conducto de sus delegaciones estatales estableciendo el costo, tanto por envío de documentación del trámite solicitado, como por el del envío de cédula expedida al interesado. Dichos pagos, siempre serán mínimos comparados con los gastos de traslado y estancia que representa para los interesados de los estados de la República",2017-01-09
7871,INM794,INM-03-002-E,Sí,Sí,"No menciona el segundo pago y cuanto es, que hace que el tramite fluye mucho más rápido.","Tener toda la información muy clara. No está muy clara que te van a pedir cuando llegues. Tuvimos que regresar como 3-4 veces para tener toda la información que pedían. Si lo tienen mas accesible, les va a costar menos trabajo a la oficina a procesar los tramites. Gracias.",2017-01-10
7872,SEP844,SEP-23-001,Sí,Sí,mi regristo no aparece,que los registros sean claros,2017-01-10
7873,SEP70,SEP-01-030-B,Sí,No,,"Es prácticamente imposible obtener una cita, no veo las ventajas, es un círculo infranqueable, si por algún error debo cancelar la cita que tanto trabajo costó (tres o mas meses de espera) debo hacer otra cita, para lo cual es la misma cantidad de tiempo de espera ya que no hay citas en los siguientes tres meses (seis meses acumulados), esto no abona a un buen servicio y por tanto frustra no tener mas opciones. Mi tramite es en calidad de urgente por lo cual considero que debe mejorarse y vigilarse, es decir no depender de las citas que son toparse con pared.",2017-01-10
7874,INM802,INM-03-006-C,No,Sí,"INFORMAR REQUISITOS COMPLETOS, FALTA INFORMAR SOBRE FOTOGRAFIAS Y CARTA DELA EMPRESA, Y COPIA DEL PASAPORTE. ASI MISMO INFORMAR SOBRE LA REPOSICION PUES ES CONFUSO QUE HACER CUANDO SE TERMINA LA VIGENCIA DEL PASAPORTE. NO DICE QUE HAY QUE TRAER LA TARJETA APEC ANTERIOR TAMPOCO, NI QUE SE TRAIGA CARTA PODER CON FIRMAS DE LOS TESTIGOS Y COPIAS DE SUS IDENTIFICACIONES.",DAR INFORMACION COMPLETA Y CLARA,2017-01-10
7875,SRE1573,SRE-02-011-A,No,No,,"Ya que contamos con esta secretaría de relaciones exteriores en el puerto de veracruz, lo justo  sería no tener que ir a Xalapa a realizar trámites como  la carta de naturalización y otros   tramites similares. Gracias por su servicio",2017-01-10
7876,ISSSTE623,FOVISSSTE-00-006,Sí,Sí,Que esta pagina no es para tramite solo es informativa y acudí a las oficina que me corresponde donde me informan que debo realizarla por esta vía(electrónica).NO EXISTE LA VENTANA DE ENVIÓ DE DOCUMENTOS. por lo que sigo esperando realizar el tramite de devolución desde  hace más de 6 meses y estoy sin respuesta. solo piden copias de documentos LOS CUALES YA ENTREGUE Y LOS MOSTRE cuando se supone que esto lo tienen en el sistema. ME PREGUNTO cuál es la duda de no devolver mi DINERO.,que no dupliquen  tramites pues hace perder tiempo al  derecho-habiente al acudir a las oficinas sin  resolver nada y termina uno haciendo por internet. o si lo realizan el la oficina que ya no informen que uno lo haga por internet.,2017-01-10
7877,SEP71,SEP-01-031-A,Sí,No,,"El sistema de citas en la ciudad de México, llevó 2 semanas sin poder agendar porque no hay citas",2017-01-10
7878,SEDESOL2016,SEDESOL-26-001,Sí,Sí,que se tengan formatos de los comites de contraloria social para llenar y asi saber todos los datos que se necesitan para acudir a las oficinas y que estas se acudieran a las cabeceras municipales y ahi poder hacer el tramite. o simplemente crear una plataforma para su llenado en linea.,atendiendo las sugerencias que anteriormente hice.,2017-01-10
7879,SEP1282,SEP-11-011-B,Sí,Sí,Para quienes no residen en el área metropolitana deberían de tener opción de enviar todo por correo.,Agregar opción de envío de documentos,2017-01-10
7880,SFP54,SFP-04-001,Sí,No,,En migra  plaza cancun no pagarin bonos aunque sea hubieran avisado hay mucho descontento,2017-01-10
7881,SEGOB175,SGOB-05-002,Sí,No,,Más oficinas para realizar el trámite,2017-01-10
7882,SRE572,SRE-01-020-A,Sí,Sí,la pagina no tiene opciones ya trate muchas veces y no me acepta,actualizar la pagina,2017-01-10
7883,SEP1239,SEP-01-022-A,Sí,No,,GENERAR EL TRÁMITE EN LINEA SIN ACUDIR ANTE PROFESIONES,2017-01-10
7884,IMSS165,IMSS-02-012,Sí,No,,Esta queja es para la Subdelegación de torreon coah. Para la persona q esta para dar la información... Gente grosera y nada amable ..... Q no se le puede preguntar nada x q nos manda por un tuvo y no es justo,2017-01-10
7885,SEGOB171,SEGOB-05-005,Sí,No,,"se podría hacer vía internet, sin necesidad de presentarse en las oficinas
GRACIAS",2017-01-10
7886,SAT128,SAT-01-025,Sí,Sí,"ya tengo mi rfc como asalariad y voy a abrir un pequeño negocio, el sistema no me da opcion de inscribirme en el rif en linea, me gustaria que pudiera hacerlo en linea",que estando inscritos en el RFC pudieramos inscribirnos en el RIF en linea cumpliendo con los lineamientos de los ingresos no mayores de 2 millones de pesos al año,2017-01-10
7887,IMSS165,IMSS-02-012,Sí,No,,Por aki esta mejor explicado .. Por q la señorita q esta para dar información en la Subdelegación es demasiado grosera y no se le puede preguntar nada x q se molesta si se supone q para eso esta ahí para aclararnos las dudas deberían de poner personas más accesibles,2017-01-10
7888,SEP71,SEP-01-031-A,Sí,Sí,los links directos a los tramites online,colocando los links para hacer los tramites,2017-01-10
7889,COFEPRIS414,COFEPRIS-08-002,No,Sí,"Cuando selecciono el enlace ""Más información"", en TODOS los tramites de la COFEPRIS para ver la ficha tecnica, ya NO ME PERMITE descargar el formato; marca error o pide permisos para descargar las guías. Al parecer sigue enlazado al formato contenido en el sitio viejo de la cofepris (www.cofepris.gob.mx).

Deben corregir eso, yo trabajo en el CIS de Nayarit y a veces las personas solicitan el formato.","Corregir los enlaces para descargar los formatos en las computados, para no depender de la conexión a internet. Cuando alguien va a realizar varios tramites es mas facil tener el formato en su propio equipo y modificar los datos necesarios para cada tramite.",2017-01-10
7890,SEGOB173,SEGOB-05-003,Sí,Sí,"*Tiempo de atención
*Duración del trámite
*Se desconoce si se puede llegar a ventanilla en cualquier momento dentro del horario de atención o si se asignan cierta cantidad de turnos a cierta hora
*Opción para realizar el trámite con cita por internet",Pueden ofrecer la atención mediante cita por internet.,2017-01-10
7891,AFSEDF842,AFSEDF-01-014,Sí,No,,me equivoque en un dato se puede corregir,2017-01-10
7892,ISSSTE636,FOVISSSTE-00-012-B,Sí,No,,"Considero que este trámite de la constancia de no adeudo del crédito de FOVISSSTE podría hacerse en línea, ya que cuentan con un historial del estado de cuenta,  a fin de agilizar el trámite  evitar gastos a los derechohabientes.",2017-01-10
7893,CAPUFE932,CAPUFE-02-001,Sí,No,,No contestan en el 922-40-77,2017-01-10
7894,ISSSTE1722,ISSSTE-07-001,No,Sí,PRINCIPALMENTE QUE ESTE HABILITADO EL SISTEMA PARA REALIZAR CITAS POR INTERNET YA QUE NO ESTA HABILITADO,TENER MAS ACTUALIZADA LA PAGINA DEL ISSSTE PARA QUE FUNCIONE,2017-01-10
7895,ISSSTE576,FOVISSSTE-00-009-C,Sí,Sí,"PARA LOS QUE ESTAMOS PENSIONADOS Y OPTAMOS POR CUENTAS INDIVIDUALES Y LA PESION LA RECIBIMOS DE UNA PENSIONADORA, TENEMOS LOS MISMOS DERECHOS, PORQUE ESTÁN SOLICITANDO UN RECIBO DE PAGO.",DE ACUERDO A LA INFORMACIÓN QUE SE ESTA PROPORCIONANDO EN MI CASO FALTARÍA LA QUE ESTOY SOLICITANDO,2017-01-10
7896,SCT2859,SCT-03-047,Sí,No,,La recepción de documentos vía correo electrónico,2017-01-10
7897,ISSSTE818,ISSSTE-06-012-H,No,Sí,"Si el sistema funcionara, estaría excelente, para personas que trabajamos en la Federación con  horarios de 9:00 a 18:00 horas, sin embargo no presenta información dado que indica que no esta disponible o que se movió a otra página.","Todo, dado que hay que hacer funcionar dicho sistema, ya que ahorraría tiempo a ISSSTE y las personas que trabajamos hasta las 18:00 horas y es penoso estar dejando nuestro lugar de trabajo para hacer este tipo de trámite, que en ocasiones es de solo consulta.

Gracias",2017-01-10
7898,SEP1239,SEP-01-022-A,Sí,Sí,"la hoja de ayuda para poder hacer mi pago, tengo cita el 12 de enero y no puedo pagar.",actualizar la pagina y poder obtener mi hoja de ayuda para el pago,2017-01-10
7899,ISSSTE520,ISSSTE-00-008-B,Sí,Sí,"No viene la Delegación Coyoacán para trámites. En este caso a dónde se debe de acudir?.

Mil gracias por la atención","La atención en los centros. Pues mi hermana acaba de hacer sus trámites y la trataron como si fuera a pedir limosna. Pues para empezar la señorita que la tenía que atender primero fue a desayunar y luego llegó la que vende las esferas y hasta que vio y compró le preguntaron que a qué hora empezaría a atender y dijo que estaba trabajando y después de un rato empezó a atender. Pero, con muy malos tratos",2017-01-10
7900,ISSSTE818,ISSSTE-06-012-H,No,Sí,Que no sean tan ratas,Ser honestos,2017-01-10
7901,SRE573,SRE-01-020-D,Sí,Sí,"una lista de verificacion para cada tipo de persona, para mas claridad
si es mayor a 60 años :
Requisitos solicitud pasaporte (imprimir aqui)
Acta nacimiento
credencial
Fotografias especificaciones
Pago correspondiente (donde y como se hace el pago)

y para cada caso la lista de requisitos correspondiente.","que en lo personal se que el pasaporte es un tramite que hacemos los mexicanos, lo cual no entiedo por que nos cobran en dolares, si es un tramite que hacemos los mexicanos con nuestro gobierno mexicano.
si fuera para extranjeros lo entenderia, pero en este caso ojala y pudieran ponerlo en pesos.
en verdad si ganamos en pesos, lo honesto seria que paguemos en pesos mas a una institucion de nuestro pais, por su atencion gracias.",2017-01-10
7902,SEP1246,SEP-01-027-B,No,Sí,No encuentro la solicitud que se debe de llenar para realizar el tramite de duplicado de Cedula Profesional. Tambien indica que se puede iniciar el tramite en linea pero no encuentro en ningun lado donde se puede iniciar el tramite en linea.,"Agregar ligas, hacer mas facil la busqueda.",2017-01-10
7903,CNPSS179,CNPSS-00-001,Sí,No,,considero que deberia haber otros puntos para realizar los tramites debido a que es muy tardio porque las colas son muy extensas y considerando que es un programa a nivel federal deberian de habilitar a los diputados federales que tiene representacion en todas las partes del pais para que atra ves de sus oficinas se lleve acabo el ingreso esa es mi opinion porque me a tocado ver mucha gente haciendo largas colas y son personas algunas veces de edad avanzada considero que haciendo esto se habriria una brecha y el muro que han puesto sociedad y gobierno porque existen muchas quejas del servicio.,2017-01-10
7904,CNPSS179,CNPSS-00-001,Sí,No,,hola soy de tapachula y es mentira que funcionen los modulos en ese horario un dia me tuve que trasladar de modulo a modulo porque no habia quien atgendiera considero que deberian apoyarse de gente que sea servicial ademas el trato que nos dan no es el adecuado. cambien eso ka gente que tiene nesta muy viciada y si llega un conocido de ellos luego lo inscriben y los que llevamos tiempo esperando ni nos toman encuenta,2017-01-10
7905,SEMAR3014,SEMAR-04-001,Sí,Sí,CUAL ES MI NUMERO DE REGISTRO Y NUMERO DE CUENTA,QUE EXPLIQUEN BIEN,2017-01-10
7906,INAPAM2791,INAPAM-01-001,Sí,No,,EN MUCHO COMO ES POSIBLE QUE EN TAPACHULA CHIAPAS SOLO EXISTA UN MODULO Y ESTE SUJETO A 5 FICHAS DIARIAS SI BIEN LE VA A LA GENTE QUE LA SOLICITA Y QUE SI LLEGAN 5  MINUTOS DESPUES DE LAS 7 YA NO LOS ATIENDEN OSEA QUE NO SE SUPONE QUE HAY UN HORARIO ESTABLECIDO COMO ES QUE SOLO TRABAJAN A LAS 7 AM EL QUE ESTA QUE BIEN PERO SOLO PASAN 5 LOS DEMAS QUE REGRESEN OTRO DIA NO PUEDO CREER QUE NO TENGAN MAS MODULOS INCLUSO PARA QUE ESTAN NUESTROS REPRESENTANTES DEL PUEBLO LOS LEGISLADORES FEDERALES QUE LOS APOYEN SI NO TIENEN CAPACIDAD DE ATENCION Y ESO QUE TRABAJAN 3 PERSONAS EN EL AREA QUE INEFICIENTES SON DE VERDAD,2017-01-10
7907,INAPAM2791,INAPAM-01-001,Sí,No,,"HOLA ACABO DE IR AL MODULO DE INAPAN QUE TENEMOS EN EL DIF MUNICIPAL Y ME DIJERON QUE NO HAY CREDENCIALIZACION QUE HASTA DENTRO DE 6 MESES SE SUPONE QUE ES UN SERVICIO QUE ESTA DISPONIBLE DURANTE EL AÑO Y QUE ES GRATUITO INTENTARON COBRARME 100 PESOS PARA AGILIZARLO, HAGAN ALGO NI SABIA QUE TENIAN PAGINA PARA ESTO CREO QUE LES FALTA PROMOCION SOY DE CHIAPAS Y ACA NI SE SABE NADA DE ESTO ENSERIO SE REQUIERE APOYO HAY MUCHOS ADULTOS QUE NO TIENEN CREDENCIAL POR LO MISMO QUE LES ESTAN COBRANDO EL SERVICIO",2017-01-10
7908,ISSSTE1722,ISSSTE-07-001,Sí,No,,"hola buenas tardes, que sea mas directo e servicio para agendar citas, ya que es muy rebuscado sobre todo para personas q no estamos muy famiiarizadas al internet. gracias",2017-01-10
7909,RAN2341,SEDATU-04-052,No,Sí,PONER EL FORMATO PARA CORRECCIÓN DE DATOS EN TÍTULOS DE PROPIEDAD,PONER EL FORMATO NOMBRE DE LA DEPENDENCIA  CLAVES PARA LOS PAGOS,2017-01-10
7910,IMSS166,IMSS-02-025-A,No,Sí,Trámite en línea aparenta no tener seguridad (ni privacidad?)  Advierte al tratar de usar esa opción que ya NO es seguro. La página no empieza con HTTPS//,Si realmente los trámites en línea NO son seguros; hacerlos seguros.,2017-01-10
7911,SRE577,SRE-01-020-G,Sí,Sí,Mas  detalles de la identificacion de los menores,Como es posible que siendo una pagina guvernamental ponga precios en dolares.,2017-01-10
7912,SAT134,SAT-01-054,Sí,No,,QUE SEA EN LINEA,2017-01-10
7913,IMSS598,IMSS-02-014,No,Sí,su pagina pedorra en linea no me deja dar de alta un familiar,en todo puñetas,2017-01-11
7914,ISSSTE628,FOVISSSTE-00-010-C,No,No,,las consultas con anterioridad eran mas practicas...donde los datos proporcionados eran simples...ahora son muchos campos para una simple consulta..que entorpece y demora.....escanear documentos para validar y enviar adjuntos no es lo apropiado......prefiero el portal anterior donde ya contaba con una cuenta de registro para consulta....,2017-01-11
7915,ISSSTE500,ISSSTE-06-012-D,No,Sí,Un telefono donde pueda ser atendido por un asesor,En mis estados de cuenta no se ve reflejado hasta que quincena ge pagado,2017-01-11
7916,ISSSTE1722,ISSSTE-07-001,Sí,Sí,NUMERO GRATUITO POR QUE A VECES NO SE CUENTA CON SALDO,PROPORCIONAR UN NUMERO GRATUITO,2017-01-11
7917,ISSSTE564,ISSSTE-05-007-H,No,No,,que se realice via internet,2017-01-11
7918,STPS585,STPS-04-003,No,Sí,el formato DC5 NO ESTA PARA BAJARSE,"EN SUS OFICINAS DE TUXTLA GUTIERREZ ME ESTAN PIDIENDO PRESENTE 5 COMPROBANTES DE CURSOS EFECTUADOS CON ANTERIORIDAD, LO CUAL ES INCONGRUENTE, DADO QUE AQUI NO LOS REQUIEREN.",2017-01-11
7919,CAPUFE932,CAPUFE-02-001,Sí,Sí,EN LOS TELEFONOS QUE TIENE COMO CONTACTO NADIE CONTESTA,PONER MAS LINEAS DE CONTACTO,2017-01-11
7920,SEP1239,SEP-01-022-A,Sí,Sí,"Especificar si la constancia emitida por la institución educativa tiene una vigencia. Por ejemplo, yo la tramité en agosto del 2016 y no sé si para febrero del 2017 todavía me la reciban.","Me gustaría que nos dieran un número de teléfono o correo electrónico en donde podamos hacer saber nuestras dudas y nos respondan a la brevedad.  
También me gustaría que abrieran más citas para el trámite de carta pasante ya que llevo meses intentando y no he podido acceder a una, por ello no he podido concretar mi trámite y he perdido ofertas de empleo.
También que alguien en la Dirección General de Profesiones nos atienda, ya que he ido a pedir informes y el policía no me deja entrar y me dice que todo es por internet, pero yo necesito que alguien me escuche y por internet casi todo lo ignoran y no hay manera de agilizar una cita.",2017-01-11
7921,SEDESOL316,SEDESOL-15-004,No,Sí,"que tipo de maquinaria es, como va a ser el apoyo ( si se tiene que dar dinero o no) si tiene fecha limite el tramite o puede ser en cualquier fecha","tener mas informacion, algunas imagenes, etc..",2017-01-11
7922,SRE160,SRE-03-016,No,Sí,mas lineas telefonicas porque no contestan en el telefono que señalan,las lienas telefonicas,2017-01-11
7923,CNP2491,PROSPERA-00-009-A,No,Sí,un telefono para citas o dudas y nombre de la recepcionista de documentos,añadir el num de telefono  a la pagina y requisitos para nuevo ingreso al apoyo prospera,2017-01-11
7924,ISSSTE818,ISSSTE-06-012-H,No,Sí,"TELEFONOS, CORREO ELECTRONICO, SI EXISTE ATENCION EN LINEA",EN LO DEL PUNTO ANTERIOR,2017-01-11
7925,IMSS164,IMSS-02-008,Sí,No,,El poder acceder cuando pones continuar,2017-01-11
7926,IMSS163,IMSS-02-007,Sí,Sí,"Orientacion sobre el importe a pagar. 
un simulador para hacer los calculos",Un simulador para hacer los calculos,2017-01-11
7927,CONDUSEF2536,CONDUSEF-00-014-A,No,Sí,"En el formulario pide llenar instituciones bancarias para dar de alta, pero no especifica alta de que.",explicar mejor los campos.,2017-01-11
7928,SHF487,SHF-01-001,No,Sí,"Como puedo obtener a a donde me dirijo para tener el numero de contacto, direccion o correo electronico a donde debo enviar mis datos o requisitos.","Dar la información completa,  correo o pagina electronica para mandar documentos.",2017-01-11
7929,ISSSTE615,FOVISSSTE-00-004,Sí,Sí,"ESTE TRAMITE PODÍA REALIZARSE POR INTERNET SIN NECESIDAD DE ACUDIR AL DEPARTAMENTO DE VIVIENDA, ERA MÁS RÁPIDO Y MENOS PERDIDA DE TIEMPO.",QUE PUEDA HACERSE POR INTERNET.,2017-01-11
7930,SRE113,SRE-03-003,No,Sí,"En dónde se obtiene el formato para el pago de derechos y tampoco menciona donde se pueden pagar.
Muy incompleta su información","Las citas deberían de poderse hacer por internet, se pierde mucho tiempo en lo que es uno atendido telefónicamente",2017-01-11
7931,SEDENA1213,SEDENA-01-010,Sí,Sí,Horarios de atencion,Todo,2017-01-11
7932,SEP69,SEP-01-030-A,No,Sí,EN DONDE PUEDO SACAR LA CITA PARA EL TRAMITE DE LA CEDULA PROFESIONAL,EN MAS CLARIDAD CON LA INFORMACION,2017-01-11
7933,SEDENA956,SEDENA-01-003,Sí,No,,no se como hacer este tramite,2017-01-11
7934,SE66,SE-09-041,No,Sí,la pagina intento entrar a ka autorizacion de uso o denominacion y siempre dice en linea que la pagina tiene un cetificado digital de riesgo y no permite acceder,pagina,2017-01-11
7935,SEP2820,SEP-18-020,Sí,Sí,El lugar y procedimiento para revalidar estudios de primaria cuando se ha estudiado en una escuela en el extranjero,"Ser más claros y dividir la información por nivel de educacion primaria, media, media superior, superior y postgrado.",2017-01-11
7936,SEP67,SEP-01-027-A,No,Sí,"No existe la disponibilidad de la pagina para hacer la cita ni para la solicitud de duplicado,",Actualizar la pagina,2017-01-11
