is_info_useful,missing_info,improvements,date,missing_info_sentiment,improvements_sentiment,missing_info_es,improvements_es,institution_cat
1,,tratar de recibir registros por internet ya que es mas facil para el solisitante como para los receptores en este caso ustedes haci se ahorrarn muchisimo tiempo y evitaran el amontonamiento de la gente..bueno es mi punto de vista..,390,3.0,1,#VALUE!,Tratar de recibir registros por internet ya que es mas facil para el solisitante como para los receptores en este caso ustedes haci se ahorrarN muchisimo tiempo y evitaran el amontonamiento de la gente..bueno es mi punto de vista..,339.0
0,el nic o icono que pueda anvairme a la pagina para poder agendar una cita para la inscripcion de nacimiento . por que no puedo relizar cita ya que no encuento un numero de telefono en mexico que me pueda ayudar . al iigual que los correos,"dar un numero de telefono donde atienda una operadora para dar solucion al problema, ya que el numero 01 800 801 0773 solo agendan citas para pasaporte mexicano , no cuenta con la informacion para ayudar",390,0.0,1,el nic o icono que pueda anvairme a la pagina para poder agendar una cita para la inscripcion de nacimiento . por que no puedo relizar cita ya que no encuento un numero de telefono en Mexico que me pueda ayudar . al iigual que los correos,"dar un numero de telefono donde atienda una operadora para dar solucion al problema, ya que el numero 01 800 801 0773 solo agendan citas para Pasaporte Mexicano , no cuenta con la informacion para ayudar",688.0
0,"primero informacion de documentos para jubilados. ¿como volver a darnos de alta?.
segundo, falta el estado de nayarit para consultar","en el listado ""alta jubilados y/o pensionados",390,1.0,1,"Primero información de documentos para jubilados. ¿Como volver a darnos de alta?.
Segundo, falta el estado de Nayarit para consultar","En el listado ""alta jubilados y/o pensionados",259.0
0,requisitos para afiliar,dar ams informacion,390,1.0,1,requisitos para afiliar,dar ams informacion,263.0
1,"el link para realizar las citas via internet, el 01800 no sirve.","los enlaces en la pagina asi como verificar que la informacion sea correcta, en la delegacion tlalpan el correo dice naucalpan.",390,1.0,1,"El link para realizar las citas vía internet, el 01800 no sirve.","Los enlaces en la página así como verificar que la información sea correcta, en la delegación tlalpan el correo dice naucalpan.",723.0
1,"el tramite deberia de hacerse a traves de internet. es mas facil, rapido y en cualquier hora del dia.",la informacion sobre tramites y servicios deberia estar mas a la vista en la pagina,390,0.0,1,"El trámite debería de hacerse a través de internet. es más fácil, rápido y en cualquier hora del día.",la información sobre trámites y servicios debería estar más a la vista en la página,320.0
1,"no se si se pueda interpretar como error, omision o que, pero la ley general de desarrollo forestal sustentable refiere la libre contratacion del responsable tecnico, y le asigna responsabilidades,  ademas establece la responsabilidad solidaria, o sea se aprecia una participacion mancomunada, sin embargo, para el cambio de responsable tecnico basta con que el propietario o titular del aprovechamiento o de la autorizacion lo refiera y menciones lo motivos. pero y eso es cierto, realmente el productor tiene toda la razon., me paso a mi en diferentes tiempo el titular ya no recurre a mi porque no quise marcarle mas volumen.
el titular renuncia a mi servicio porque despues de 25 años de trabajo y servicio, no le quise proponer el servicio a su gusto sin  cumplimiento de responsabilidades ( o sea en los dos ultimos años del servicio no realiza los trabajos de forestacion y no cumplio plenamente con las obligaciones contraidas, debiendo yo de elaborar los documentos que demostraran un trabajo no realizado (segun el como obligacion mia, porque para ""eso me paga"") debiera existir en el mismo formato la firma del titular y la firma de aceptacion de conclusion o terminacion de servicios, esto indicaria que se pueda referir el motivo real o no unilateral), ademas pueden conciliar rezagos de pago. en mi caso durante 15 años no paga ningun año el monto acordado y sabiendo de la necesidad del trabajo lo manejo a su gusto, dando como resultado el no pago de dos programas de manejo (dos ciclos de corta , cada uno de 10 años) mas otros pagos retirandose  con las manos en la cintura, ""no debo, no pago, y haz lo que quieras, como quieras"", y que hace la secretaria, apapacha a los productores y califica de malos a los responsables tecnicos, cuando es ella la que provoca que los servicios tecnicos se prostituyan, el responsable tecnico se convierta en patron del dueño del predio, o el dueño entienda al responsable tecnico como un mal necesario, y lo trate como peon con derecho de propiedad, siendo el recurso el pagano.
se dice con bombos y platillos, los productores, las organizaciones, los responsables tecnicos, los ingenieros para el bosque pero no hay equidad. que esto vicio, error, omision. jusgenlo y creo seria bueno se acercran a alguien que haya estado en el campo para acercar un poco mas sus formatos a la realidad actual","la equidad, y convergencia del responsable tecnio-producto-semanat, en trono al recurso, y logicamente o mas importante la sociedad como beneficiaria del uso de los recursos naturales",390,0.0,1,"No se si se pueda interpretar como error, omisión o que, pero la ley general de desarrollo forestal sustentable refiere la libre contratación del responsable técnico, y le asigna responsabilidades,  ademas establece la responsabilidad solidaria, o sea se aprecia una participación mancomunada, sin embargo, para el cambio de responsable técnico basta con que el propietario o titular del aprovechamiento o de la autorización lo refiera y menciones lo motivos. Pero y eso es cierto, realmente el productor tiene toda la razón., me paso a mi en diferentes tiempo el titular ya no recurre a mi porque no quise marcarle mas volumen.
El titular renuncia a mi servicio porque después de 25 años de trabajo y servicio, no le quise proponer el servicio a su gusto sin  cumplimiento de responsabilidades ( o sea en los dos últimos años del servicio no realiza los trabajos de forestación y no cumplió plenamente con las obligaciones contraídas, debiendo yo de elaborar los documentos que demostraran un trabajo no realizado (según el como obligación mía, porque para ""eso me paga"") debiera existir en el mismo formato la firma del titular y la firma de aceptación de conclusión o terminación de servicios, esto indicaría que se pueda referir el motivo real o no unilateral), ademas pueden conciliar rezagos de pago. En mi caso durante 15 años no paga ningún año el monto acordado y sabiendo de la necesidad del trabajo lo manejo a su gusto, dando como resultado el no pago de dos programas de manejo (dos ciclos de corta , cada uno de 10 años) mas otros pagos retirándose  con las manos en la cintura, ""no debo, no pago, y haz lo que quieras, como quieras"", y que hace la secretaria, apapacha a los productores y califica de malos a los responsables técnicos, cuando es ella la que provoca que los servicios técnicos se prostituyan, el responsable técnico se convierta en patrón del dueño del predio, o el dueño entienda al responsable técnico como un mal necesario, y lo trate como peón con derecho de propiedad, siendo el recurso el pagano.
Se dice con bombos y platillos, los productores, las organizaciones, los responsables técnicos, los ingenieros para el bosque pero no hay equidad. Que esto vicio, error, omisión. Jusgenlo y creo seria bueno se acercran a alguien que haya estado en el campo para acercar un poco mas sus formatos a la realidad actual","La equidad, y convergencia del responsable tecnio-producto-semanat, en trono al recurso, y logicamente o mas importante la sociedad como beneficiaria del uso de los recursos naturales",535.0
1,me parece que falta una mayor organizacion para facilitar el acceso a las diistintas opciones. tambien falta la ficha de derechos de pago,la organizacion,390,0.0,1,Me parece que falta una mayor organizacion para facilitar el acceso a las diistintas opciones. tambien falta la ficha de derechos de pago,la organizacion,723.0
0,mayores informes en los anuncios de las inscripciones en la pagina principal de unad.,"tener una pestaña en especifico en la pagina de inicio para interesados en registro para una de las licenciaturas tsu. de no tener informacion de momento dejar una pagina como ""no encontrada"". esto nos beneficiaria tanto a ustedes como a nosotros los interesados.",390,0.0,1,Mayores informes en los anuncios de las inscripciones en la página principal de UNAD.,"Tener una pestaña en específico en la página de inicio para interesados en registro para una de las licenciaturas TSU. De no tener información de momento dejar una página como ""No encontrada"". Esto nos beneficiaria tanto a ustedes como a nosotros los interesados.",761.0
1,el pago por la vigencia de los pasaportes en un menor de edad no indica entre que edades puede pagar cada tarifa ejemplo a partir de que edad puede pagar por 6 años su pasaporte,que se puedan hacer citas como antes por internet,390,0.0,1,EL PAGO POR LA VIGENCIA DE LOS PASAPORTES EN UN MENOR DE EDAD NO INDICA ENTRE QUE EDADES PUEDE PAGAR CADA TARIFA EJEMPLO A PARTIR DE QUE EDAD PUEDE PAGAR POR 6 AÑOS SU PASAPORTE,QUE SE PUEDAN HACER CITAS COMO ANTES POR INTERNET,730.0
1,"crear subdelegaciones, guerrero tiene dispersas y poco comunicados sus municipios. una solucion como la de yucatan, en este tramite, seria un gran paso en la modernizacion para guerrero.","lo expedito en los tramites de prestamos personales, sobre todo para pensionados y jubilados que radican lejos de la delegacion que se encuentra en acapulco.",390,0.0,1,"Crear subdelegaciones, Guerrero tiene dispersas y poco comunicados sus municipios. Una solución como la de Yucatan, en este trámite, sería un gran paso en la modernización para Guerrero.","Lo expedito en los trámites de préstamos personales, sobre todo para pensionados y jubilados que radican lejos de la Delegación que se encuentra en Acapulco.",280.0
1,"antes podiamos hacer la cita en linea y ahora solo se puede hacer por llamada telefonica a un numero 800. yo vivo en el extranjero y aprovecho mis visitas a mexico para renovar pasaportes y hacer otros tramites, desde el extranjero uno no puede llamar a lineas 800 en mexico","volver a implementar la programacion de citas por internet, y siempre incluir los telefonos con y sin  linea 800",390,0.0,1,"Antes podíamos hacer la cita en línea y ahora sólo se puede hacer por llamada teléfonica a un número 800. Yo vivo en el extranjero y aprovecho mis visitas a México para renovar pasaportes y hacer otros trámites, desde el extranjero uno no puede llamar a líneas 800 en México","Volver a implementar la programación de citas por internet, y siempre incluir los teléfonos con y sin  línea 800",723.0
1,buenos dias,"e buenos dias, disculpe es posible que y halla hecho mi tramite de devolucion del 5% , y me hayan dicho que no tenian nada de devolucion para mi?. 
soy jubilda del issste y realice ese tramite y solo m dijeron que no me tocaba nada de dinero.como podria yo de nuevo verificarlo. les puedo dejar mis datos para corroborarlo mi nombre es rosaura vallejo hernandez y mi correo es rossvalle50@gmail.com y mi numero de pension es 407291. 
disculpen la molestia quedo  al pendiente por si me tienen alguna informacion. gracias",390,2.0,1,Buenos dias,"E buenos días, disculpe es posible que y halla hecho mi trámite de devolución del 5% , y me hayan dicho que no tenían nada de devolución para mi?. 
Soy jubilda del ISSSTE y realice ese trámite y sólo m dijeron que no me tocaba nada de dinero.como podría yo de nuevo verificarlo. Les puedo dejar mis datos para corroborarlo mi nombre es Rosaura Vallejo Hernández y mi correo es rossvalle50@gmail.com y mi número de pensión es 407291. 
Disculpen la molestia quedo  al pendiente por si me tienen alguna información. Gracias",85.0
1,deberia de haber un ejemplo para el llenado del formato dc-5  en cuanto a cursos e instructores.,dar ejemplos para llenar los formatos.,390,1.0,1,Debería de haber un ejemplo para el llenado del formato DC-5  en cuanto a cursos e instructores.,Dar ejemplos para llenar los formatos.,748.0
0,que contesten el telefono....,que contesten el telefono,390,0.0,0,que contesten el telefono....,que contesten el telefono,10.0
0,"falta agregar...
asegurarse que en el registro civil actualicen la informacion en el sistema que tiene en comun con la sre, ya que aunque lleve uno todos los documentos, luego salen con que no aparece el acta en el sistema...
 y eso no es culpa del contribuyente...","que en la delegacion tabasco, villahermosa, haya una sala de espera para las personas que llegan a tiempo y tienen que esperar en la calle mientras llega la hora de la cita... y los impuestos que pagamos? no dan para tener un area techada y digna?  gracias.
que reintegren el dinero que se paga en el banco si no se expide el pasaporte.",390,0.0,1,"Falta agregar...
Asegurarse que en el registro civil actualicen la información en el sistema que tiene en comun con la SRE, ya que aunque lleve uno todos los documentos, luego salen con que no aparece el acta en el sistema...
 y eso no es culpa del contribuyente...","Que en la delegación Tabasco, Villahermosa, haya una sala de espera para las personas que llegan a tiempo y tienen que esperar en la calle mientras llega la hora de la cita... y los impuestos que pagamos? No dan para tener un area techada y digna?  Gracias.
Que reintegren el dinero que se paga en el banco si no se expide el pasaporte.",722.0
0,"especificar bien la informacion de los tramites y lugares en donde se pueden hacer, por que en esta pagina no deja pasar a ninguna pantalla. faltan mas opciones para facilitar mas los tramites, ponganse en el caso de las personas  que necesitamos hacer tramites.",mejorar el portal de informacion.,390,0.0,1,"Especificar bien la información de los tramites y lugares en donde se pueden hacer, por que en esta pagina no deja pasar a ninguna pantalla. faltan mas opciones para facilitar mas los tramites, pónganse en el caso de las personas  que necesitamos hacer tramites.",mejorar el portal de información.,395.0
0,mas municipios,poner una lista de municipios aceptable,390,1.0,1,Más municipios,Poner una lista de municipios aceptable,261.0
1,,"cando se hace el registro en linea  al final te aparece toda la pantalla en blanco y un mensaje que dice que el registro se hizo con exito , pero no te arroja el rfc ni ningun documento, ni un aviso al correo electronico registrado. 

creo que falta orientacion al final, y dado que aparece todo en blanco da la impresion que no estas en el sitio o que no se completo el proceso.

el registro fue realizado con el navegador chrome version 44.0.2403.157 (64-bit) en un sistema ubuntu.",391,3.0,1,#VALUE!,"Cando se hace el registro en línea  al final te aparece toda la pantalla en blanco y un mensaje que dice que el registro se hizo con éxito , pero no te arroja el RFC ni ningún documento, ni un aviso al correo electrónico registrado. 

Creo que falta orientación al final, y dado que aparece todo en blanco da la impresión que no estas en el sitio o que no se completo el proceso.

El registro fue realizado con el navegador Chrome Versión 44.0.2403.157 (64-bit) en un sistema Ubuntu.",354.0
1,,"cuando son las inscripciones
herminio_bugarin@hotmail.com",391,3.0,1,#VALUE!,"cuando son las inscripciones
herminio_bugarin@hotmail.com",169.0
0,"poder hacer el tramite como se hacia anteriormente, en linea",que se pueda realizar en linea,391,1.0,1,"poder hacer el tramite como se hacía anteriormente, en linea",que se pueda realizar en linea,84.0
1,"por ejemplo los que no vivimos en mexico como solicitamos las semanas cotizadas antes del 1982 por favor informarme yo vivo en españa, madrid",poder realizarlo por internet por ejemplo,391,1.0,1,"Por ejemplo los que no vivimos en México como solicitamos las semanas cotizadas antes del 1982 por favor informarme yo vivo en España, Madrid",Poder realizarlo por Internet por ejemplo,142.0
0,pago en linea,habilitar la opcion de pagar en linea,391,1.0,1,pago en linea,habilitar la opción de pagar en linea,651.0
1,,"que el tramite sea mas facil y rapido, que no se tenga que ir de pagina en pagina para agendar una cita porque perdemos mucho tiempo en eso, que sea en una primera pagina y ya.. gracias..",391,3.0,1,#VALUE!,"Que el trámite sea mas fácil y rápido, que no se tenga que ir de página en página para agendar una cita porque perdemos mucho tiempo en eso, que sea en una primera página y ya.. gracias..",299.0
1,"necesita informacion, tal vez una pestaña ""casos especiales"", pues todo es muuuy general.  por ejemplo, yo tengo mii cedula original desde 1994 y me gustaria saber como ""renovarla"", si necesito el tramite, o simplemente, verificar que existo en el sistema.","desarrollar el sistema para poder consultar en linea. de la misma manera que uno imprime su acta de nacimiento, saca su curp, o incluso revisa su rfc.",391,0.0,1,"Necesita información, tal vez una pestaña ""casos especiales"", pues todo es muuuy general.  Por ejemplo, yo tengo mii cédula original desde 1994 y me gustaría saber como ""renovarla"", si necesito el trámite, o simplemente, verificar que existo en el sistema.","Desarrollar el sistema para poder consultar en linea. De la misma manera que uno imprime su acta de nacimiento, saca su curp, o incluso revisa su RFC.",608.0
1,"cuesta mucho trabajo que contesten en el numero telefonico para solicitar consulta medica dice ""el sistema esta lento tarde  13 minutos con 47 segundos","yo como sea  se meterme al internet pero las personal adultas mayores creo que se les complicara el sistema.
gracias",391,0.0,1,"cuesta mucho trabajo que contesten en el numero telefónico para solicitar consulta medica dice ""EL SISTEMA esta lento tarde  13 MINUTOS CON 47 SEGUNDOS","Yo como sea  se meterme al internet pero las personal adultas Mayores creo que se les complicara el sistema.
Gracias",177.0
1,,mexitel citas por internet no funciona llevo 2 semanas intentando hacer mi cita y no se puede concretar,391,3.0,0,#VALUE!,mexitel citas por internet no funciona llevo 2 semanas intentando hacer mi cita y no se puede concretar,723.0
0,"como llenar los formatos con algun ejemplo, no aparece nada y cundo va uno personalmente a las oficinas de migracion, el personal no coopera",todo se necesita una pagina mas amigable para obtener la informacion que se necesita,391,0.0,1,"Como llenar los formatos con algún ejemplo, no aparece nada y cundo va uno personalmente a las oficinas de migración, el personal NO COOPERA",Todo se necesita una página más amigable para obtener la información que se necesita,202.0
0,el numero correcfto de la delegacion,si,391,1.0,1,el numero correcfto de la delegacion,si,737.0
0,"para mejorar en el servicio primero tendrian que brindar un servicio.
falta notficicar que para obtener un duplicado de unacedula profesional necesitas hacer el tramite sin que la necesites, ya que se toma de una año a tiempo indefinido.",tener dignidad renunciar y permitir que un portal electronico brinde mejor servicio que ustedes.,391,0.0,1,"Para mejorar en el servicio primero tendrían que brindar un servicio.
Falta notficicar que para obtener un duplicado de unacedula profesional necesitas hacer el tramite sin que la necesites, ya que se toma de una año a tiempo indefinido.",Tener dignidad renunciar y permitir que un portal electronico brinde mejor servicio que ustedes.,592.0
0,todo,todo,391,1.0,1,todo,todo,299.0
1,,"para pedir la cita, se requiere poner informacion de padres y soy extranjera
sin nacionalidad mexicana y aqui dice que puede identificar pasaporte emitido en el extranjero, pero para generar la cita, no hay opcion de seleccionar pasaporte extranjero.",391,3.0,1,#VALUE!,"Para pedir la cita, se requiere poner información de padres y soy extranjera
sin nacionalidad mexicana y aquí dice que puede identificar pasaporte emitido en el extranjero, pero para generar la cita, no hay opción de seleccionar pasaporte extranjero.",729.0
0,¿por que no ampliar la cartera de entidades federales e incluir todas? solo esta el distrito federal.,agreguen todas las entidades federales y realicen el registro por internet,391,1.0,1,¿Por qué no ampliar la cartera de entidades federales e incluir todas? Sólo está el Distrito Federal.,Agreguen todas las entidades federales y realicen el registro por internet,35.0
1,"desplegar todas las opciones de estado, para identificar oficinas para tramites de modificacion de curp, ya que solo aparece df, que por cierto ya no existe. gracias.","desplegar todas las opciones de estado, para identificar oficinas para tramites de modificacion de curp, ya que solo aparece df, que por cierto ya no existe. gracias.",391,0.0,1,"Desplegar todas las opciones de Estado, para identificar oficinas para trámites de modificación de CURP, ya que sólo aparece DF, que por cierto ya no existe. Gracias.","Desplegar todas las opciones de Estado, para identificar oficinas para trámites de modificación de CURP, ya que sólo aparece DF, que por cierto ya no existe. Gracias.",520.0
1,necesitamos que se extienda el servicio a orizaba o cordoba,ampliando la cobertura,391,1.0,1,NECESITAMOS QUE SE EXTIENDA EL SERVICIO A ORIZABA O CÓRDOBA,AMPLIANDO LA COBERTURA,248.0
0,enque fechas son los tramites y cuantas hay en todo guadalajara,poniendo toda la informacion completa,391,1.0,1,Enque fechas son los tramites y cuantas hay en todo guadalajara,Poniendo toda la informacion completa,169.0
1,,no puedo hacer cita medica y ya lo hice este mes favor de verificar mis datos!,391,3.0,0,#VALUE!,No puedo hacer cita médica y ya lo hice este mes favor de verificar mis datos!,299.0
1,"dan diferente informacion via telefonica y en la pagina, ademas es dificil llegar al vinculo donde aparece la informacion de requisitos.",agendar la cita a traves de la pagina,391,0.0,1,"Dan diferente información vía telefónica y en la página, además es difícil llegar al vínculo donde aparece la información de requisitos.",Agendar la cita a través de la página,730.0
0,no se encuentra la pagina activa y se batalla mucho,la rapidez en el servicio,391,0.0,1,No se encuentra la pagina activa y se batalla mucho,La rapidez en el servicio,299.0
1,,no se puede hacer el tramite en mi estado?,391,3.0,1,#VALUE!,no se puede hacer el tramite en mi estado?,592.0
1,,"deberia haber unas oficinas regionales para hacer este tramite, o en este caso poderlo hacer en linea, escaneo de documentos y si todo esta bien el envio por paqueteria, al igual que la cedula, imeginense los gastos que hace uno cuando viaja del sur del pais... es mucho dinero... o a los foraneos que vivimos muy lejos tramitarla ese mismo dia.",391,3.0,1,#VALUE!,"Deberia haber unas oficinas regionales para hacer este tramite, o en este caso poderlo hacer en línea, escaneo de documentos y si todo esta bien el envio por paqueteria, al igual que la cedula, imeginense los gastos que hace uno cuando viaja del sur del pais... es mucho dinero... o a los foraneos que vivimos muy lejos tramitarla ese mismo día.",598.0
1,mas delegaciones mencionadas la mia es venustiano carranza. y no aparece.,detallar mas informacion.,391,0.0,1,Mas delegaciones mencionadas la mia es venustiano carranza. Y no aparece.,Detallar mas información.,722.0
1,,que hagan el formato editable o una version en word,391,3.0,1,#VALUE!,Que hagan el formato editable o una versión en WORD,537.0
1,no hay plasticos en el modulo de naucalli,teniendo el material necesario,391,1.0,1,No hay plásticos en el módulo de Naucalli,Teniendo el material necesario,185.0
0,si soy persona moral como es que me piden mi curp para poder acceder a los tramites por internet???? es eso correcto???,sean claros y recuerden que existen empresas que desean realizar tramites por internet y el solicitar curp??? para poder crear una cuenta no es funcional,391,0.0,1,SI SOY PERSONA MORAL COMO ES QUE ME PIDEN MI CURP PARA PODER ACCEDER A LOS TRAMITES POR INTERNET???? ES ESO CORRECTO???,SEAN CLAROS Y RECUERDEN QUE EXISTEN EMPRESAS QUE DESEAN REALIZAR TRAMITES POR INTERNET Y EL SOLICITAR CURP??? PARA PODER CREAR UNA CUENTA NO ES FUNCIONAL,130.0
0,falta la hoja de ayuda para tramites y servicios,la informacion que maneja,391,1.0,1,falta la hoja de ayuda para tramites y servicios,la información que maneja,648.0
1,el personal que labora es ineficiente,sustituyendo a los funcionarios flojos,392,0.0,0,el personal que labora es ineficiente,sustituyendo a los funcionarios flojos,455.0
0,,"la forma del pago ,dar opciones en varios bancos con opciones como lo maneja fovissste, el banco donde se debe pagar es lento .",392,3.0,0,#VALUE!,"La forma del pago ,dar opciones en varios bancos con opciones como lo maneja fovissste, el banco donde se debe pagar es lento .",293.0
0,en diga en que banco hacer el pago,ser mas preciso para hacer mas rapido el proceso,392,1.0,1,en diga en que banco hacer el pago,ser mas preciso para hacer mas rápido el proceso,648.0
0,,"https://tys.sedesol.gob.mx/tramite/vistas/public/tramitedispatcher.xhtml?cve=sedesol-22-001-a
que la paguina que se debe hacer el tramite esta caida y espero que nos den una fechas para hacer el tramite",392,3.0,1,#VALUE!,"https://tys.sedesol.gob.mx/Tramite/vistas/public/tramiteDispatcher.xhtml?cve=SEDESOL-22-001-A
que la paguina que se debe hacer el tramite esta caida y espero que nos den una fechas para hacer el tramite",504.0
0,como pagar en el banco,explicar mas detallado,392,1.0,1,como pagar en el banco,explicar mas detallado,722.0
1,,que contesten el telefono 712-4689,392,3.0,0,#VALUE!,que contesten el telefono 712-4689,9.0
1,"a donde dirigirse para la cancelacion del credito hipotecario, a donde dirigirse para solicitar otro credito  hipotecario a donde dirigirse para wye ya no le descuente el credito, tengo casi cuatro mesesvy me siguen descontando, hoja la pudieran contestarle, gracias","dar informacion, de lugares, dependencia, etc. telefonos, direcciones,vwuectipo de documentos llevar.",392,0.0,1,"A dónde dirigirse para la cancelación del crédito hipotecario, a dónde dirigirse para solicitar otro crédito  hipotecario a dónde dirigirse para wye ya no le descuente el crédito, tengo casi cuatro mesesvy me siguen descontando, hoja la pudieran contestarle, gracias","Dar información, de lugares, dependencia, etc. Telefonos, direcciones,vwuectipo de documentos llevar.",87.0
0,"donde recibe sello de regresar. la oficina dice en el aeropuerto de houston, pero no puedo encontrar una inm oficina en houston tx",dice donde sellos son obtenado,392,1.0,1,"donde recibe sello de regresar. la oficina dice en el aeropuerto de Houston, pero no puedo encontrar una INM oficina en Houston TX",dice donde sellos son obtenado,215.0
1,el dato presiso de como registrar en el sifode o eso donde es el estudio socio economico  y admeas que no sean tan  gachos  y  que sea mas general las comvocatorias ya que  excluyen a mucha poblacion interesada en acceder a este programa  eso es muy injusto,lo que dice arriba  jejeje  y que desde el principio pongan para cuando habren las comvocatorias para subir la informacion y tener todo listo  entre ello  que esten los datos de los interesados en el sifode o  donde sea que queda la cuis,392,0.0,1,EL DATO PRESISO DE COMO REGISTRAR EN EL SIFODE O ESO DONDE ES EL ESTUDIO SOCIO ECONOMICO  Y ADMEAS QUE NO SEAN TAN  GACHOS  Y  QUE SEA MAS GENERAL LAS COMVOCATORIAS YA QUE  EXCLUYEN A MUCHA POBLACION INTERESADA EN ACCEDER A ESTE PROGRAMA  ESO ES MUY INJUSTO,LO QUE DICE ARRIBA  JEJEJE  Y QUE DESDE EL PRINCIPIO PONGAN PARA CUANDO HABREN LAS COMVOCATORIAS PARA SUBIR LA INFORMACION Y TENER TODO LISTO  ENTRE ELLO  QUE ESTEN LOS DATOS DE LOS INTERESADOS EN EL SIFODE O  DONDE SEA QUE QUEDA LA CUIS,491.0
0,llevo mucho tiempo tratando de obtener la reposicion de mi cartilla y siempre me salen q no se puede,hagan los tramites sencillos,392,0.0,0,llevo mucho tiempo tratando de obtener la reposición de mi cartilla y siempre me salen q no se puede,hagan los tramites sencillos,471.0
1,requerimientos para que alguien aparte del titular pueda hacer el tramite.,"tener ventanilla en las oficinas administrativas del imss para este tramite, extender horarios de atencion a los sabados.",392,1.0,1,Requerimientos para que alguien aparte del titular pueda hacer el trámite.,"Tener ventanilla en las oficinas administrativas del IMSS para este trámite, extender horarios de atención a los sabados.",520.0
1,"buenos dias: esta informacion es excelente existe la posibilidad de que su informacion sea mas completa me refiero, independientemente de que es claro que es para los que cotizan para el issste, pero como que su informacion esta incompleta como que le falta ser mas explicito y mas veraz. agradeciendo de antemano por su atencion muchas gracias.","porque no extender mas las oficina de tramites, por ejemplo en cada clinica ya no digamos nada mas en las subdelegaciones que se encuentran bastante lejos, si no hacerlas mas accesibles. digo para tener mas facilidad de arreglar nuestros tramites o hacerlas por via correo electronico.",392,2.0,1,"Buenos días: esta información es excelente existe la posibilidad de que su información sea más completa me refiero, independientemente de que es claro que es para los que cotizan para el Issste, pero como que su información esta incompleta como que le falta ser más explicito y más veraz. agradeciendo de antemano por su atención muchas gracias.","Porque no extender más las oficina de tramites, por ejemplo en cada clínica ya no digamos nada mas en las subdelegaciones que se encuentran bastante lejos, si no hacerlas más accesibles. digo para tener más facilidad de arreglar nuestros tramites o hacerlas por vía correo electrónico.",673.0
1,listado de escuelas y lo que ofrece para preescolar primer grado pide  que asista a la escuela directamente que oferte esta demanda pero no se cuales lo tengan.,"como lo mencione anteriormente colocar el listado de todas las escuelas que se tienen con el cct, op, ubicacion y telefono.
que todas las escuelas cuenten con portal o pagina y suban informacion constantemente de las convocatorias.",392,1.0,1,listado de escuelas y lo que ofrece para preescolar primer grado pide  que asista a la escuela directamente que oferte esta demanda pero no se cuales lo tengan.,"Como lo mencione anteriormente colocar el listado de todas las escuelas que se tienen con el cct, op, ubicacion y telefono.
Que todas las escuelas cuenten con portal o pagina y suban informacion constantemente de las convocatorias.",0.0
0,las direcciones de las subdelegaciones por ciudades y/o principales municipios y sus telefonos actualizadfos donde presentar los documentos.,el tiempo de entrega .,392,1.0,1,LAS DIRECCIONES DE LAS SUBDELEGACIONES POR CIUDADES Y/O PRINCIPALES MUNICIPIOS Y SUS TELEFONOS ACTUALIZADFOS DONDE PRESENTAR LOS DOCUMENTOS.,EL TIEMPO DE ENTREGA .,285.0
0,no encuentro una pagina en donde se me pueda apoyar con una incubadora y una criadora de aves domesticas.,. mi correo es bdvvmvz@gmail.com,392,1.0,1,No encuentro una pagina en donde se me pueda apoyar con una incubadora y una criadora de aves domesticas.,. mi correo es bdvvmvz@gmail.com,342.0
0,opcion de inscripcion,todo,392,1.0,1,OPCION DE INSCRIPCION,TODO,0.0
0,no me deja hacer el tramite a pesar de que ya tengo una denominacon autorizada.,"no es claro los pasos a seguir, llevo varios dias intentando crear mi empresa y la verdad es que urge y no puedo lograrlo",392,0.0,1,NO ME DEJA HACER EL TRAMITE A PESAR DE QUE YA TENGO UNA DENOMINACON AUTORIZADA.,"NO ES CLARO LOS PASOS A SEGUIR, LLEVO VARIOS DIAS INTENTANDO CREAR MI EMPRESA Y LA VERDAD ES QUE URGE Y NO PUEDO LOGRARLO",437.0
1,que es obligatorio tener un correo electronico,"una de las opcion es quitar el campo del correo ya que muchas personas no cuentan con ello o van a internet y no pueden sacarlos ya que es necesario tenerlo,",392,1.0,1,que es obligatorio tener un correo electronico,"una de las opción es quitar el campo del correo ya que muchas personas no cuentan con ello o van a Internet y no pueden sacarlos ya que es necesario tenerlo,",139.0
1,cuantas personas requiere por comunidad y que edad,cuantas personas requiere por comunidad y que edad,393,1.0,1,CUANTAS PERSONAS REQUIERE POR COMUNIDAD Y QUE EDAD,CUANTAS PERSONAS REQUIERE POR COMUNIDAD Y QUE EDAD,499.0
